QUADNAME,TAG,STEMTAG,SPCODE,QX,QY,BREAKDOWNSTATUS.2017,BDS.2021,PIECE.2017,PIECE.2021,INTEG.2017,INTEG.2021,DECAYCLASS.2017,DECAYCLASSORIG,DECAYCLASS.2021,GC.2017,GC.2021,HEIGHT.2017,HEIGHT.2021,TOPDIAM.2017,TOPDIAM.2021,DBH,DBH.2017,DBH.2021,LENGTH.2017,LENGTH.2021,ANGLE,DIRECTION,NOTES.2017,NOTES.2021,,,,,LG.END.DIAM,SM.END.DIAM,LG.PX,LG.PY,SM.PX,SM.PY,CORRXTREE,CORRYTREE,UTMX_TREES,UTMY_TREES
1254,42659,42659,CACA18,4.1,6.2,Snag,Snag,A,A,C,,1,1,3,NA,,5,1.2,NA,,15,15,15,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,244.1,336.2,438265.293,135930.697
1254,42659,42659,CACA18,4.1,6.2,,Log,,B,,,,,4,,,,,,12.5,,,15.5,,3.5,,,,,,,,,,,,,,,,,,
1255,42673,42673,CACA18,1.1,2.9,NF,,NA,,NA,,NA,NA,,NA,,NA,,NA,,11.6,NA,,NA,,,,NA,Not found,,,,,NA,NA,NA,NA,NA,NA,241.1,342.9,438262.293,135937.397
1247,42706,42706,LITU,5.3,4.7,Log,Log,A,A,F,,4,2,5,G,,NA,,NA,,46.3,NA,,14,,,,NA,,,,,,47.4,24.5,NA,NA,NA,NA,235.3,364.7,438256.493,135959.197
1258,42835,42835,CATO6,9.7,5,Snag,Log,A,A,F,,2,1,4,NA,,1.5,,NA,,23.6,20,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,249.7,375,438270.893,135969.497
1258,42841,42841,UNKN,10,10,Log,Log,A,A,F,,4,2,4,A,,NA,,NA,,44.5,NA,,5.5,,,,NA,,,,,,31.5,43.2,NA,NA,NA,NA,250,380,438271.193,135974.497
121010,43741,43741,LIST2,7.5,1.9,Snag,Log,A,,F,,3,2,3,NA,,10,,NA,,36.5,36.3,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,297.5,391.9,438318.693,135986.397
536,50089,50089,FRPE,1.3,2.3,Snag,Snag,A,A,C,,2,1,2,NA,,13,,NA,,24.7,25.4,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,121.3,52.3,438142.493,135646.797
536,50094,50094,FRPE,9.5,4.9,Snag,Snag,A,A,C,,1,1,1,NA,,12.8,,NA,,25.4,27.5,,NA,,,,NA,Epicormics ,,,,,NA,NA,NA,NA,NA,NA,129.5,54.9,438150.693,135649.397
536,50099,50099,FRPE,7,9,Snag,,A,,C,,2,1,,NA,,20.6,,NA,,55.9,56.7,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,127,59,438148.193,135653.497
524,50149,50149,FRPE,5.7,9.9,Snag,,A,,C,,1,1,,NA,,10.4,,NA,,11.3,12.3,,NA,,,,NA,Alive,,,,,NA,NA,NA,NA,NA,NA,115.7,39.9,438136.893,135634.397
515,50182,50182,FRPE,1.2,3.4,Snag,Snag,A,A,C,,2,1,2,NA,,21.8,,NA,,40.6,40.9,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,101.2,43.4,438122.393,135637.897
515,50197,50197,FRPE,1,8.5,Snag,Snag,A,A,C,,2,1,2,NA,,16.6,,NA,,26,26.3,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,101,48.5,438122.193,135642.997
515,50198,50198,FRPE,0.3,7.5,Snag,Snag,A,A,C,,2,1,2,NA,,16.8,,NA,,55,55.7,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,100.3,47.5,438121.493,135641.997
515,50199,50199,FRPE,5.6,9.8,Snag,Snag,A,A,C,,2,1,2,NA,,10.8,,NA,,15.4,16.3,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,105.6,49.8,438126.793,135644.297
516,50200,50200,FRPE,8,0.6,Snag,Snag,A,A,C,,1,1,2,NA,,18.2,,NA,,35.5,35.9,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,108,50.6,438129.193,135645.097
516,50200,50200,FRPE,8,0.6,,Log,,B,,,,,2,,,,,,24,,,32.2,,15,,,,,,,,,,,,,,,,,,
531,50209,50209,FAGR,9.4,8.6,Log,Log,A,A,C,,2,1,3,G,,NA,,NA,,60.3,NA,,10,,,,NA,,,,,,55,53.5,NA,NA,NA,NA,129.4,8.6,438150.593,135603.097
525,50354,50354,FRPE,4.2,3.7,Snag,Snag,A,A,C,,2,1,2,NA,,19,,NA,,34.6,34.8,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,114.2,43.7,438135.393,135638.197
525,50356,50356,FRPE,0.5,1.4,Snag,Snag,A,A,F,,2,1,1,NA,,10.2,,NA,,21.8,21.8,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,110.5,41.4,438131.693,135635.897
525,50360,50360,FRPE,0.8,1.8,Snag,,A,,C,,2,1,,NA,,19.4,,NA,,36.7,37.9,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,110.8,41.8,438131.993,135636.297
525,50376,50376,FRPE,5,9.7,Snag,Snag,A,A,C,,1,1,2,NA,,13,,NA,,49.2,49.6,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,115,49.7,438136.193,135644.197
525,50377,50377,LITU,4.6,8.7,Snag,Snag,A,A,C,,1,1,2,NA,,20,,NA,,37.4,37.5,,NA,,,,FRPE,,,,,,NA,NA,NA,NA,NA,NA,114.6,48.7,438135.793,135643.197
526,50393,50393,FRPE,2.4,3.5,Snag,Snag,A,A,C,,1,1,2,NA,,16.5,,NA,,39,38.6,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,112.4,53.5,438133.593,135647.997
526,50397,50397,FRPE,8.1,9.3,Snag,Snag,A,A,C,,1,1,2,NA,,15.4,,NA,,38.3,38.3,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,118.1,59.3,438139.293,135653.797
527,50400,50400,FRPE,5.5,1,Snag,Snag,A,A,C,,1,1,2,NA,,11,,NA,,20.5,19.4,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,115.5,61,438136.693,135655.497
551,50402,50402,FAGR,5.7,2.8,Log,Log,B,B,F,,4,2,5,G,,NA,,NA,,47.8,NA,,7,,,,NA,,,,,,40,28.3,NA,NA,NA,NA,145.7,2.8,438166.893,135597.297
551,50402,50402,FAGR,5.7,2.8,Snag,Log,A,A,F,,4,2,5,NA,,2,,40,24.8,47.8,45.7,44.5,NA,2,,,NA,,,,,,NA,NA,NA,NA,NA,NA,145.7,2.8,438166.893,135597.297
561,50495,50495,FAGR,4.1,7,Snag,Log,A,A,F,,4,2,4,NA,,11.6,,NA,45.7,69.3,61.3,57.8,NA,11,,,NA,,,,,,NA,NA,NA,NA,NA,NA,154.1,7,438175.293,135601.497
516,50200,50501,FRPE,7.9,1,Snag,Snag,A,A,F,,2,1,2,NA,,13,,NA,,25.9,25.5,,NA,,,,X,,,,,,NA,NA,NA,NA,NA,NA,107.9,51,438129.093,135645.497
516,50502,50502,FRPE,3.7,2.4,Snag,Snag,A,A,C,,1,1,2,NA,,21.4,,NA,,50.1,49.5,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,103.7,52.4,438124.893,135646.897
517,50506,50506,FRPE,5.1,0.6,Snag,Snag,A,A,C,,1,1,2,NA,,16.5,,NA,,30.8,30.8,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,105.1,60.6,438126.293,135655.097
517,50507,50507,FRPE,1.9,1.9,Snag,Log,A,A,C,,1,1,2,NA,,21.2,,NA,20.6,41.3,39.8,39.2,NA,30,,,NA,,,,,,NA,NA,NA,NA,NA,NA,101.9,61.9,438123.093,135656.397
517,50509,50509,ULAM,4.8,3.1,Snag,Log,A,A,F,,3,2,3,NA,,7,,NA,20.3,34.7,34.6,34.4,NA,10,,,NA,,,,,,NA,NA,NA,NA,NA,NA,104.8,63.1,438125.993,135657.597
517,50510,50510,FRPE,7.8,3.2,Snag,Snag,A,A,C,,1,1,2,NA,,18,,NA,,37.8,39,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,107.8,63.2,438128.993,135657.697
517,50511,50511,FRPE,3.1,8.3,Snag,Snag,A,A,C,,1,1,2,NA,,20,,NA,,32.4,31.2,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,103.1,68.3,438124.293,135662.797
518,50522,50522,FRPE,9.4,6.1,Snag,Snag,A,A,C,,1,1,1,NA,,14,,NA,,29.9,29.8,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,109.4,76.1,438130.593,135670.597
5410,50592,50592,ULAM,9.4,5.5,NF,,NA,,NA,,NA,NA,,NA,,NA,,NA,,22.1,NA,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,139.4,95.5,438160.593,135689.997
527,50603,50603,FRPE,9.5,0.2,Snag,,A,,C,,1,1,,NA,,11,,NA,,16.5,17,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,119.5,60.2,438140.693,135654.697
527,50604,50604,FRPE,3.1,7.8,Snag,Snag,A,A,C,,1,1,2,NA,,16,,NA,,51.6,50.6,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,113.1,67.8,438134.293,135662.297
5910,50750,50750,LIST2,5.5,4,Snag,Snag,A,A,F,,3,2,3,NA,,12.4,,NA,,21.2,20.1,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,185.5,94,438206.693,135688.497
5910,50757,50757,FRPE,8.6,1.6,Snag,Snag,A,A,C,,1,1,2,NA,,9,,NA,,28.1,28.6,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,188.6,91.6,438209.793,135686.097
5910,50759,50759,FAGR,8.9,7,Snag,Log,A,A,F,,3,2,4,NA,,4.3,,NA,7.3,13.1,13.4,16.4,NA,5,,,NA,,,,,,NA,NA,NA,NA,NA,NA,188.9,97,438210.093,135691.497
577,50774,50774,FRPE,4.9,3.8,Snag,Snag,A,A,C,,1,1,2,NA,,20,,NA,,40.8,41.4,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,164.9,63.8,438186.093,135658.297
574,50842,50842,LIST2,,,,Log,,A,,,,,2,,,,,,17.7,,,56,,20.8,,,,,,,,,,,,,,,,,,
577,50774,50774,FRPE,4.9,3.8,,Log,,B,,,,,2,,,,,,25.5,,,36.1,,7.3,,,,,,,,,,,,,,,,,,
576,50775,50775,FRPE,9.7,4.7,Snag,Snag,A,A,C,,1,1,1,NA,,11,,NA,,44.9,46.1,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,169.7,54.7,438190.893,135649.197
575,50884,50884,FRPE,0.7,4.7,Snag,Snag,A,A,C,,1,1,2,NA,,17.6,,NA,,35.1,36.2,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,160.7,44.7,438181.893,135639.197
5101,50898,50898,LITU,7.3,2.2,Snag,Log,A,A,F,,3,2,4,NA,,6,,NA,10.6,19.8,18.8,17.8,NA,4,,,NA,,,,,,NA,NA,NA,NA,NA,NA,197.3,2.2,438218.493,135596.697
599,51003,51003,FRPE,0.5,4,Snag,Snag,A,A,C,,1,1,3,NA,,17,1.5,NA,,29.6,NA,28,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,180.5,84,438201.693,135678.497
599,51003,51003,FRPE,0.5,4,,Log,,B,,,,,3,,,,,,14.7,,,23.9,,14.3,,,,,,,,,,,,,,,,,,
599,51031,51031,FRPE,9.3,9.4,Log,Log,A,A,F,,4,2,5,G,,NA,,NA,,52.2,NA,,2,,,,NA,,,,,,46.5,42,NA,NA,NA,NA,189.3,89.4,438210.493,135683.897
585,51065,51065,FRPE,6.4,7.1,Snag,Snag,A,A,C,,1,1,2,NA,,13.6,,NA,,41.5,NA,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,176.4,47.1,438197.593,135641.597
596,51094,51094,FRPE,9.7,8.9,Snag,Snag,A,A,C,,1,1,3,NA,,12.5,,NA,,42.5,43.9,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,189.7,58.9,438210.893,135653.397
589,51258,51258,COFL2,4.2,8.1,Snag,Snag,A,A,NA,,NA,NA,3,NA,,NA,,NA,9.9,19.7,NA,17.7,NA,6,,,NA,,,,,,NA,NA,NA,NA,NA,NA,174.2,88.1,438195.393,135682.597
576,51330,51330,ACRU,0.2,0.4,Log,Log,A,A,F,,4,2,4,G,,NA,,NA,,79,NA,,6,,,,NA,,,,,,73.9,30,NA,NA,NA,NA,160.2,50.4,438181.393,135644.897
5103,51467,51467,ULAM,8.2,9.1,Snag,Log,A,A,F,,2,1,3,NA,,6,,NA,6.9,14,13.7,13.1,NA,10.5,,,NA,,,,,,NA,NA,NA,NA,NA,NA,198.2,29.1,438219.393,135623.597
558,53505,53505,LIST2,2.1,5.2,Snag,Snag,A,A,NA,,4,2,4,NA,,4,,NA,,19.2,17.8,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,142.1,75.2,438163.293,135669.697
558,53511,53511,NYSY,5.4,4.5,Snag,Snag,A,A,F,,2,1,3,NA,,5,,NA,,10.2,10.1,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,145.4,74.5,438166.593,135668.997
5106,53520,53520,CACA18,8.3,1.5,Log,,A,,F,,4,2,,G,,NA,,NA,,14,NA,,2.5,,,,NA,Not found,,,,,14,10.9,NA,NA,NA,NA,198.3,51.5,438219.493,135645.997
915,53711,53711,FRPE,2.8,9.6,Log,Log,C,C,F,,1,1,2,G,,NA,,NA,,NA,NA,,5,,,,NA,,,,,,28.5,25.3,NA,NA,NA,NA,192.8,49.6,438213.993,135644.097
5105,53711,53711,FRPE,2.8,9.6,Log,Log,B,B,F,,1,1,2,G,,NA,,NA,,NA,NA,,6,,,,NA,,,,,,36,32.8,NA,NA,NA,NA,192.8,49.6,438213.993,135644.097
5105,53711,53711,FRPE,2.8,9.6,Snag,Snag,A,A,F,,2,1,2,NA,,8,,36,,44.1,43.4,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,192.8,49.6,438213.993,135644.097
5105,53712,53712,FRPE,3.8,8.8,Snag,Snag,A,A,C,,1,1,1,NA,,9.2,,NA,,30.7,31.4,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,193.8,48.8,438214.993,135643.297
597,53808,53808,FRAM2,8,1.4,Snag,,A,,F,,2,1,,NA,,6,,NA,,18,17.5,,NA,,,,NA,Not found,,,,,NA,NA,NA,NA,NA,NA,188,61.4,438209.193,135655.897
597,53830,53830,LIST2,9.6,8.5,Log,,A,,NA,,4,2,,A,,NA,,NA,,NA,NA,,4,,,,NA,Not found,,,,,25.1,24.9,NA,NA,NA,NA,NA,NA,NA,NA
597,53830,53831,LIST2,9.6,8.7,Log,Log,A,A,F,,4,2,4,NA,,NA,,24.9,,23.9,25.1,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,189.6,68.7,438210.793,135663.197
567,53952,53952,ULRU,8,8.2,Log,Log,A,A,F,,3,2,4,G,,NA,,NA,,11.5,NA,,4,,,,NA,,,,,,11.7,8.4,NA,NA,NA,NA,158,68.2,438179.193,135662.697
614,60054,60054,LITU,2.3,6.7,Log,,A,,F,,5,3,,G,,NA,,NA,,19.5,NA,,2,,,,NA,Not found,,,,,24.4,18.5,2,6.5,2.2,4.5,102.3,136.7,438123.493,135731.197
622,60111,60111,FAGR,5.4,4.6,Snag,Log,A,A,F,,3,2,4,NA,,4.5,,NA,,10.4,10.1,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,115.4,114.6,438136.593,135709.097
622,60114,60114,LIST2,6.3,8.7,Snag,,A,,F,,4,2,,NA,,3,,NA,,28.5,27.7,,NA,,,,NA,Not found,,,,,NA,NA,NA,NA,NA,NA,116.3,118.7,438137.493,135713.197
623,60116,60116,LIST2,2.1,1.5,Snag,Snag,A,A,C,,1,1,1,NA,,10,,NA,,24.6,24.4,,NA,,,,difficult to see top,,,,,,NA,NA,NA,NA,NA,NA,112.1,121.5,438133.293,135715.997
628,60199,60199,LITU,3.5,3.5,Snag,Snag,A,A,F,,3,2,3,NA,,8,,NA,,26.1,25.8,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,113.5,173.5,438134.693,135767.997
617,60223,60223,LIST2,2.9,6.2,Snag,Log,A,A,C,,1,1,2,NA,,6,,NA,,13.2,13,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,102.9,166.2,438124.093,135760.697
6110,60282,60282,CATO6,7.8,4.6,Log,Log,A,A,F,,3,2,4,G,,NA,,NA,,41.2,NA,,8,,,,NA,,,,,,39.7,35.2,8.5,4.6,8,6,107.8,194.6,438128.993,135789.097
6110,60291,60291,LIST2,8.4,9.2,Snag,Log,A,A,F,,4,2,4,NA,,1.3,,NA,,14.8,NA,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,108.4,199.2,438129.593,135793.697
645,60393,60393,LITU,2.9,6,Log,Log,A,A,F,,3,2,3,G,,NA,,NA,,15.6,NA,,9,,,,NA,,,,,,15.8,11.7,2.9,6,3,6.5,132.9,146,438154.093,135740.497
633,60427,60427,QUFA,1,1.8,Snag,Snag,A,A,C,,1,1,2,NA,,23,,NA,,104.8,103.4,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,121,121.8,438142.193,135716.297
636,60470,60470,LITU,0.1,7.1,Log,Log,A,A,F,,2,1,3,G,,NA,,NA,,17.3,NA,,9.5,,,,NA,,,,,,16.1,11.1,0.3,7,9.5,1,120.1,157.1,438141.293,135751.597
639,60527,60527,CACA18,6.6,2.1,Log,,B,,F,,3,2,,G,,NA,,NA,,11.5,NA,,2,,,,NA,Not found,,,,,10,7.9,7,2.5,5,1,126.6,182.1,438147.793,135776.597
639,60527,60527,CACA18,6.6,2.1,Snag,Log,A,A,F,,3,2,5,NA,,4,,10,,11.5,11.5,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,126.6,182.1,438147.793,135776.597
646,60608,60608,FRAM2,1.4,9.5,Log,Log,B,B,C,,2,1,2,G,,NA,,NA,,22.8,NA,,6,,,,NA,,,,,,17.8,13.2,5,9.5,1,0.5,131.4,159.5,438152.593,135753.997
646,60608,60608,FRAM2,1.4,9.5,Snag,Snag,A,A,F,,2,1,2,NA,,8,,17.8,,22.8,22.7,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,131.4,159.5,438152.593,135753.997
647,60617,60617,COFL2,8.4,9,Log,Log,A,A,F,,4,2,5,G,,NA,,NA,,13,NA,,4,,,,NA,,,,,,13.8,8.6,9.7,9.2,1,6,138.4,169,438159.593,135763.497
648,60622,60622,COFL2,0.8,3.1,Snag,Log,A,A,C,,3,2,2,NA,,2,,NA,,11.8,11.6,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,130.8,173.1,438151.993,135767.597
649,60636,60636,COFL2,1.2,6,Log,Log,A,A,C,,3,2,2,G,,NA,,NA,,15.5,NA,,9,,,,NA,,,,,,15.7,5.7,1.2,6,2,3,131.2,186,438152.393,135780.497
661,60683,60683,QUAL,1.9,2.8,Log,,A,,C,,4,2,,G,,NA,,NA,,17.4,NA,,15,,,,NA,Not found,,,,,16.4,5,1.9,2.8,1,5,151.9,112.8,438173.093,135707.297
655,60747,60747,QUFA,5.4,4.9,Snag,Snag,A,A,C,,2,1,2,NA,,19,,NA,,36.3,36,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,145.4,144.9,438166.593,135739.397
655,60750,60750,QUFA,6.5,8.5,Snag,Snag,A,A,C,,2,1,2,NA,,16.8,,NA,,50.5,50.1,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,146.5,148.5,438167.693,135742.997
665,60813,60813,COFL2,5.1,2.1,Log,Log,A,A,C,,3,2,3,G,,NA,,NA,,10.5,NA,,7,,,,NA,,,,,,10.1,7,5.1,2.1,7,3.5,155.1,142.1,438176.293,135736.597
668,60856,60856,COFL2,9.1,3.4,Log,Log,A,A,C,,3,2,3,G,,NA,,NA,,12.5,NA,,6,,,,NA,,,,,,11.9,5,9.1,3.4,2.5,4,159.1,173.4,438180.293,135767.897
681,61008,61008,QUERC,3.6,4.3,Snag,Log,A,A,F,,3,2,4,NA,,8,,NA,,77,76.2,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,173.6,104.3,438194.793,135698.797
6710,61139,61139,QUFA,9.4,5,Log,Log,A,A,C,,3,2,3,G,,NA,,NA,,38.3,NA,,17,,,,NA,,,,,,32.5,18,9.4,5,NA,NA,169.4,195,438190.593,135789.497
6102,61276,61276,JUVI,4.7,8.1,Snag,Log,A,A,F,,4,2,3,NA,,4.9,,NA,,20,20.3,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,194.7,118.1,438215.893,135712.597
6105,61427,61427,QUAL,4.8,3.9,Snag,Snag,A,A,F,,2,1,2,NA,,17.8,,NA,,49.7,50,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,194.8,143.9,438215.993,135738.397
6106,61440,61440,QUFA,3.4,2.9,Log,Log,B,B,F,,4,2,3,G,,NA,,NA,,51.4,NA,,10,,,,NA,,,,,,29,19.8,3,2.9,4.5,9.5,193.4,152.9,438214.593,135747.397
6106,61440,61440,QUFA,3.4,2.9,Snag,Log,A,A,F,,3,2,3,NA,,15,,29,,51.4,51.3,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,193.4,152.9,438214.593,135747.397
1014,61442,61442,QURU,9.1,5.2,Log,,B,,F,,4,2,,G,,NA,,NA,,NA,NA,,12,,,,NA,Not found,,,,,26.8,9.8,2,7,8,8,199.1,155.2,438220.293,135749.697
6106,61442,61442,QURU,9.1,5.2,Log,Log,A,A,F,,4,2,3,G,,NA,,NA,,NA,NA,,16,,,,NA,,,,,,41.4,26.8,9.1,5.2,3.5,8,199.1,155.2,438220.293,135749.697
711,70002,70002,CATO6,8.4,0.5,Log,Log,A,A,F,,4,2,,G,,NA,,NA,,NA,NA,,7.5,,,,NA,,,,,,28.7,24.9,8.5,0,5,2,108.4,200.5,438129.593,135794.997
711,70002,70002,CATO6,8.4,0.5,Log,Log,B,B,F,,4,2,5,G,,NA,,NA,,NA,NA,,11,,,,NA,,,,,,22.1,20.3,7.5,9,1.5,0.8,108.4,200.5,438129.593,135794.997
716,70413,70413,LIST2,7.1,7.4,Log,Log,B,B,F,,3,2,4,G,,NA,,NA,,28.8,NA,,3,,,,NA,,,,,,18.5,14,9.7,3,7.5,5,107.1,257.4,438128.293,135851.897
716,70413,70413,LIST2,7.1,7.4,Snag,Snag,A,A,F,,3,2,4,NA,,8,2,18.5,,28.8,28.3,25.5,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,107.1,257.4,438128.293,135851.897
739,70561,70561,COFL2,3.5,6,Snag,Log,A,A,C,,2,1,2,NA,,5.5,,NA,,10.8,10.5,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,123.5,286,438144.693,135880.497
746,70676,70676,CATO6,8.4,1.9,Log,,A,,NA,,2,1,,NA,,NA,,NA,,16,NA,,NA,,,,"NF, NEON construction",Not found,,,,,NA,NA,NA,NA,NA,NA,138.4,251.9,438159.593,135846.397
753,70730,70730,NYSY,5.5,5.4,Log,,A,,F,,3,2,,G,,NA,,NA,,10.5,NA,,7,,,,NA,Not found,,,,,10,5.7,4,6,3,2,145.5,225.4,438166.693,135819.897
774,71053,71053,CACA18,1.2,3.6,Snag,Log,A,A,F,,3,2,5,NA,,3,,10,,12.5,12.3,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,161.2,233.6,438182.393,135828.097
775,71066,71066,CACA18,3.8,2,Log,Log,A,A,F,,4,2,5,G,,NA,,NA,,10.4,NA,,5,,,,NA,,,,,,10.1,7.1,3.8,2,8.5,0,163.8,242,438184.993,135836.497
783,71138,71138,QUERC,1.5,5.8,Log,Log,B,B,NA,,4,2,5,G,,NA,,NA,,53.9,NA,,10,,,,NA,,,,,,33.8,32.4,0.8,4,NA,NA,171.5,225.8,438192.693,135820.297
783,71138,71138,QUERC,1.5,5.8,Snag,Log,A,A,F,,3,2,5,NA,,5,,33.8,,53.9,54.1,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,171.5,225.8,438192.693,135820.297
789,71313,71313,QUAL,6.1,7.5,Log,Log,A,A,F,,4,2,4,G,,NA,,NA,,44.6,NA,,8.5,,,,NA,,,,,,45.2,29,6.1,7.5,5,4,176.1,287.5,438197.293,135881.997
7109,71345,71345,CATO6,6.6,0.9,Log,Log,A,,F,,3,2,3,G,,NA,,NA,,33.6,NA,26,9,,,,NA,,,,,,28.6,20.6,6.6,0.9,7.5,2,196.6,280.9,438217.793,135875.397
7710,71534,71534,QUAL,3.1,5.7,Log,Log,A,A,F,,3,2,3,G,,NA,,NA,,55,NA,,11,,,,NA,,,,,,48.7,41.7,3.1,5.7,8.8,3,163.1,295.7,438184.293,135890.197
7104,71652,71652,COFL2,5.4,5.4,Snag,Log,A,A,C,,1,1,4,NA,,NA,,NA,8.4,12.2,12.1,11.8,NA,1.6,,,NA,,,,,,NA,NA,NA,NA,NA,NA,195.4,235.4,438216.593,135829.897
7104,71652,71652,COFL2,5.4,5.4,,Log,,B,,,,,2,,,,,,4.5,,,10.2,,7.6,,,,,,,,,,,,,,,,,,
7104,71655,71655,CACA18,3,8.1,Log,,B,,F,,3,2,,G,,NA,,NA,,13.7,NA,,6,,,,NA,Not found,,,,,13.8,8.2,3.3,7.8,8.9,3.5,193,238.1,438214.193,135832.597
