QUADNAME,TAG,STEMTAG,SPCODE,QX,QY,BREAKDOWNSTATUS.2017,BDS.2021,PIECE.2017,PIECE.2021,INTEG.2017,INTEG.2021,DECAYCLASS.2017,DECAYCLASSORIG,DECAYCLASS.2021,GC.2017,GC.2021,HEIGHT.2017,HEIGHT.2021,TOPDIAM.2017,TOPDIAM.2021,DBH,DBH.2017,DBH.2021,LENGTH.2017,LENGTH.2021,ANGLE,DIRECTION,NOTES.2017,NOTES.2021,,,,,LG.END.DIAM,SM.END.DIAM,LG.PX,LG.PY,SM.PX,SM.PY,CORRXTREE,CORRYTREE,UTMX_TREES,UTMY_TREES
1436,140623,140623,ULRU,1.8,5.5,Snag,Log,A,A,F,,4,2,4,NA,,1,,NA,,12,NA,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,321.8,155.5,438342.993,135749.997
1436,140625,140625,PLOC,0.3,9.4,Snag,Log,A,A,F,,4,2,5,NA,,2,,NA,,28.4,28.1,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,320.3,159.4,438341.493,135753.897
1438,140638,140638,QUPA2,7,9,Log,Log,A,A,F,,4,2,5,G,,NA,,NA,,60.1,NA,,7,,,,NA,,,,,,50.4,45.2,NA,NA,NA,NA,327,179,438348.193,135773.497
1419,140676,140676,LIST2,2.7,7.1,Stump,,NA,,NA,,NA,NA,,NA,,NA,,NA,,17.7,NA,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,302.7,187.1,438323.893,135781.597
14110,140824,140824,ULRU,10,3.2,Log,Log,A,A,C,,3,2,4,G,,NA,,NA,,21.8,NA,,14,,,,NA,,,,,,19.6,13,NA,NA,NA,NA,310,193.2,438331.193,135787.697
14110,140835,140835,QUPA2,5.8,7.9,Snag,Log,A,A,F,,4,2,4,NA,,11,,NA,57.4,76.1,74.2,67.8,NA,11,,,NA,,,,,,NA,NA,NA,NA,NA,NA,305.8,197.9,438326.993,135792.397
1443,141126,141126,FRPE,2.7,0.7,Log,Log,A,A,C,,1,1,2,G,,NA,,NA,,24,NA,,16,,,,NA,,,,,,23.5,11.5,NA,NA,NA,NA,332.7,120.7,438353.893,135715.197
1459,141322,141322,QUPA2,1.2,4.5,Log,Log,B,B,F,,3,2,3,G,,NA,,NA,,84.1,NA,,4,,,,NA,,,,,,61.5,59.2,NA,NA,NA,NA,341.2,184.5,438362.393,135778.997
1459,141322,141322,QUPA2,1.2,4.5,Snag,Snag,A,A,F,,3,2,3,NA,,20.6,,61.5,,84.1,78.7,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,341.2,184.5,438362.393,135778.997
1468,141521,141521,LIST2,6.5,4,Log,Log,A,A,F,,4,2,2,G,,NA,,NA,,41.6,NA,,3,,,,NA,,,,,,40.1,35.7,NA,NA,NA,NA,356.5,174,438377.693,135768.497
1463,141585,141585,LIST2,4.5,7.1,Snag,Snag,A,A,C,,1,1,1,NA,,13,,NA,,29,29.2,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,354.5,127.1,438375.693,135721.597
14104,142020,142020,LITU,4.4,3.3,Snag,Snag,A,A,C,,1,1,2,NA,,19.8,,NA,,21.2,21.1,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,394.4,133.3,438415.593,135727.797
14105,142037,142037,LIST2,0.5,8.9,Log,Log,A,A,F,,3,2,3,G,,NA,,NA,,22.6,NA,,13,,,,NA,,,,,,23.5,15.7,NA,NA,NA,NA,390.5,148.9,438411.693,135743.397
1498,142197,142197,LIST2,8.2,7.1,Snag,Snag,A,A,F,,1,1,2,NA,,8,,NA,,17.1,16.9,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,388.2,177.1,438409.393,135771.597
1484,142293,142293,UNKN,5.6,0.7,Snag,Snag,A,A,F,,4,2,3,NA,,2.6,,NA,,16.4,16,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,375.6,130.7,438396.793,135725.197
1486,142324,142324,LIST2,2.6,7.2,Snag,Snag,A,A,F,,3,2,4,NA,,3,,NA,,37.1,35.2,,NA,,,,1/2 gone,,,,,,NA,NA,NA,NA,NA,NA,372.6,157.2,438393.793,135751.697
14910,142379,142379,LITU,0.6,4,Snag,Snag,A,A,F,,3,2,3,NA,,7,,NA,,12.5,11.3,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,380.6,194,438401.793,135788.497
14910,142388,142388,LITU,9.5,5.6,Snag,Snag,A,A,F,,1,1,2,NA,,8,,NA,,19.1,18.9,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,389.5,195.6,438410.693,135790.097
1498,142404,142404,COFL2,0.6,9.4,Snag,Log,A,A,C,,2,1,2,NA,,6,,NA,,12,11.1,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,380.6,179.4,438401.793,135773.897
14108,142524,142524,LIST2,2.8,7.1,Snag,Log,A,A,C,,2,1,3,NA,,12,,NA,,26.8,27.1,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,392.8,177.1,438413.993,135771.597
14109,142541,142541,PIVI2,7.2,3,Log,Log,A,A,C,,4,2,3,G,,NA,,NA,,42.5,NA,,20,,,,NA,,,,,,39.7,24,NA,NA,NA,NA,397.2,183,438418.393,135777.497
141010,142560,142560,PIVI2,8.8,5.5,Snag,Snag,A,A,C,,4,2,3,NA,,15,,NA,,34.2,34.3,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,398.8,195.5,438419.993,135789.997
1475,142738,142738,ULRU,0.2,9.2,Snag,Log,A,A,F,,2,1,4,NA,,2,,13.4,,14.5,14.5,,NA,,,,cut,,,,,,NA,NA,NA,NA,NA,NA,360.2,149.2,438381.393,135743.697
1473,142752,142752,CATO6,1.4,4.2,Log,Log,A,,F,,1,1,2,G,,NA,,NA,,46.5,NA,,3,,,,cut,,,,,,50.4,40.8,NA,NA,NA,NA,361.4,124.2,438382.593,135718.697
15101,150005,150005,LITU,7.6,5,Snag,Log,A,A,C,,2,1,4,NA,,13.6,,NA,,12.7,12.4,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,397.6,205,438418.793,135799.497
1598,150056,150056,LIST2,9.9,1.2,Log,Log,A,A,F,,3,2,4,G,,NA,,NA,,21.8,NA,,9,,,,NA,,,,,,21.2,14.2,NA,NA,NA,NA,389.9,271.2,438411.093,135865.697
15910,150077,150077,UNKN,8.9,4.2,Snag,Snag,A,A,F,,4,2,3,NA,,5,,NA,,34.3,32.7,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,388.9,294.2,438410.093,135888.697
1592,150202,150202,FAGR,3.5,3.5,Log,Log,B,B,F,,1,1,2,G,,NA,,NA,,55.8,NA,,3,,,,NA,,,,,,45.2,40.3,NA,NA,NA,NA,383.5,213.5,438404.693,135807.997
1592,150202,150202,FAGR,3.5,3.5,Snag,Snag,A,A,F,,1,1,2,NA,,2,,45.2,,55.8,56.1,,NA,,,,"cut, hit by 150206",,,,,,NA,NA,NA,NA,NA,NA,383.5,213.5,438404.693,135807.997
1583,150206,150206,QURU,8,7.6,Log,Log,B,B,F,,2,1,3,G,,NA,,NA,,75,NA,,4,,,,windthrow,,,,,,51,50.2,NA,NA,NA,NA,388,217.6,438409.193,135812.097
1592,150206,150206,QURU,8,7.6,Log,Log,A,A,F,,2,1,4,G,,NA,,NA,,75,NA,,3,,,,windthrow,,,,,,77.2,57.6,NA,NA,NA,NA,388,217.6,438409.193,135812.097
15108,150264,150264,NYSY,6.3,4.2,Log,,A,,F,,4,2,,G,,NA,,NA,,13.6,NA,,3,,,,NA,Not found,,,,,12.7,10.8,NA,NA,NA,NA,396.3,274.2,438417.493,135868.697
15108,150265,150265,LIST2,6.8,6.1,Log,Log,A,A,F,,1,1,2,A;G,,NA,,NA,,33.5,NA,,27,,,,NA,,,,,,32.7,16.1,NA,NA,NA,NA,396.8,276.1,438417.993,135870.597
1571,150404,150404,LIST2,2,3.5,Log,,A,,C,,2,1,,A,,NA,,NA,,NA,NA,,17,,,,no tag,Not found,,,,,52.3,40.6,1.2,3.6,NA,NA,NA,NA,NA,NA
1573,150440,150441,ACRU,4.9,3.6,Snag,Log,A,A,F,,4,2,4,NA,,5.5,,NA,,44.8,43.8,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,364.9,223.6,438386.093,135818.097
1561,150516,150516,ULRU,5.8,3.7,Snag,Log,A,A,F,,2,1,2,NA,,3.9,,NA,,12.7,12.3,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,355.8,203.7,438376.993,135798.197
1589,150650,150650,LITU,4,0.2,Log,Log,A,A,F,,3,2,3,G,,NA,,NA,,26.5,NA,,8,,,,NA,,,,,,25.6,21,NA,NA,NA,NA,374,280.2,438395.193,135874.697
1567,150704,150704,ULRU,9.9,6.4,Snag,Snag,A,A,F,,3,2,2,NA,,6.5,,NA,,12,11.9,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,359.9,266.4,438381.093,135860.897
1562,150944,150944,LIST2,6.8,9.5,Stump,,NA,,F,,4,2,,NA,,NA,,NA,,48.9,NA,,NA,,,,NA,Not found,,,,,NA,NA,NA,NA,NA,NA,356.8,219.5,438377.993,135813.997
1575,151020,151020,ACRU,8.7,3.8,Snag,Snag,A,A,C,,1,1,2,NA,,17,2.3,NA,,39.7,39.7,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,368.7,243.8,438389.893,135838.297
1575,151020,151020,ACRU,8.7,3.8,,,,B,,,,,2,,,,,,23.2,,,33.7,,8.3,,,,,,,,,,,,,,,,,,
1557,151258,151258,ULRU,2.7,1,Snag,Snag,A,A,C,,2,1,2,NA,,4,,NA,,18.8,16.3,,NA,,,,Leaning,,,,,,NA,NA,NA,NA,NA,NA,342.7,261,438363.893,135855.497
1517,151401,151401,ULAM,9.6,8.9,Snag,Snag,A,A,C,,2,1,2,NA,,9.2,,NA,,27.9,30.4,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,309.6,268.9,438330.793,135863.397
15110,151405,151405,ULAM,4.5,0.2,Snag,Log,A,A,F,,3,2,5,NA,,5,,NA,,23.9,23.7,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,304.5,290.2,438325.693,135884.697
15410,151529,151529,ULRU,8.2,8,Log,Log,A,A,F,,3,2,4,G,,NA,,NA,,23.6,NA,,5,,,,NA,,,,,,10.8,8,NA,NA,NA,NA,338.2,298,438359.393,135892.497
15410,151529,151530,ULRU,8.2,8,Snag,Log,A,A,F,,3,2,4,NA,,3.5,,NA,,12,22.3,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,338.2,298,438359.393,135892.497
1566,151573,151573,ULRU,2.5,1.8,NF,,NA,,NA,,NA,NA,,NA,,NA,,NA,,14.7,NA,,NA,,,,NA,Not found,,,,,NA,NA,NA,NA,NA,NA,352.5,251.8,438373.693,135846.297
1566,151599,151599,ULRU,7.1,4.8,Log,Log,A,A,C,,2,1,3,G,,NA,,NA,,14.8,NA,,11,,,,NA,,,,,,14.5,7.2,NA,NA,NA,NA,357.1,254.8,438378.293,135849.297
1533,151651,151651,ACRU,4.8,5.3,Log,Log,A,A,F,,3,2,4,G,,NA,,NA,,103.2,NA,,19,,,,NA,,,,,,66.8,19.1,NA,NA,NA,NA,324.8,225.3,438345.993,135819.797
1535,152032,152032,ULRU,5,9.7,NF,Log,NA,A,NA,,NA,NA,5,NA,,NA,,NA,,20.7,NA,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,325,249.7,438346.193,135844.197
1525,152263,152263,ULRU,7.5,8,Consumed,,NA,,NA,,5,3,,NA,,NA,,NA,,11.5,NA,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,317.5,248,438338.693,135842.497
15710,152518,152518,LITU,3.9,4.4,Snag,Snag,A,A,C,,3,2,2,NA,,17,,NA,,23.7,23.5,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,363.9,294.4,438385.093,135888.897
15710,152539,152539,LITU,4.3,1.3,Snag,Snag,A,A,F,,3,2,3,NA,,20.6,1.5,NA,,47,47.1,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,364.3,291.3,438385.493,135885.797
15710,152539,152539,LITU,4.3,1.3,,Log,,B,,,,,3,,,,,,29.2,,,38.4,,15.2,,,,,,,,,,,,,,,,,,
1542,152551,152552,ACRU,6.8,3.9,Snag,Snag,A,A,F,,2,1,2,NA,,8,,NA,,27.5,27.6,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,336.8,213.9,438357.993,135808.397
1531,152643,152643,ULRU,0.3,5.5,Snag,Snag,A,A,F,,2,1,2,NA,,8.5,,NA,,38.5,38.7,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,320.3,205.5,438341.493,135799.997
1568,152925,152925,LIST2,6.2,5.8,Stump,,NA,,NA,,NA,NA,,NA,,NA,,NA,,13,NA,,NA,,,,NA,Not found,,,,,NA,NA,NA,NA,NA,NA,356.2,275.8,438377.393,135870.297
1568,152937,152937,ULRU,3.7,8.9,Snag,Snag,A,A,C,,3,2,2,NA,,7,,NA,,20.5,21.5,,NA,,,,bark causes increased DBH,,,,,,NA,NA,NA,NA,NA,NA,353.7,278.9,438374.893,135873.397
1691,160113,160113,ACRU,7.4,4,Log,,A,,F,,2,1,,G,,NA,,NA,,11.6,NA,,5,,,,NA,Not found,,,,,10.6,9,NA,NA,NA,NA,387.4,304,438408.593,135898.497
1693,160148,160148,PIVI2,9,1,Snag,Snag,A,A,C,,2,1,2,NA,,12,,NA,,20.3,20.2,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,389,321,438410.193,135915.497
1693,160170,160170,PIVI2,9.5,3.2,Snag,Log,A,A,C,,2,1,2,NA,,8.6,,NA,,11.5,11.2,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,389.5,323.2,438410.693,135917.697
1698,160281,160281,QUAL,1.9,5.2,Snag,Snag,A,A,F,,3,2,3,NA,,7.2,,NA,,69.9,66.1,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,381.9,375.2,438403.093,135969.697
1664,160500,160499,QUAL,4,4.5,Snag,Snag,A,A,F,,4,2,4,NA,,5.4,,NA,,29.8,29.6,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,354,334.5,438375.193,135928.997
1685,160517,160517,QUVE,2.3,10,Log,Log,B,B,F,,1,1,2,G,,NA,,NA,,71.7,NA,,8,,,,NA,,,,,,52,38.8,NA,NA,NA,NA,372.3,350,438393.493,135944.497
1685,160517,160517,QUVE,2.3,10,Snag,Snag,A,A,F,,1,1,3,NA,,7,,52,,71.7,72.3,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,372.3,350,438393.493,135944.497
1677,160653,160653,LITU,0.4,5.6,NA,,NA,,NA,,NA,NA,,NA,,NA,,NA,,12.3,NA,,NA,,,,removed stream restoration,,,,,,NA,NA,NA,NA,NA,NA,360.4,365.6,438381.593,135960.097
1645,160800,160800,PLOC,1,4.7,Snag,Log,A,A,F,,4,2,4,NA,,3,,NA,39.5,52.3,50.3,56.1,NA,3,,,NA,,,,,,NA,NA,NA,NA,NA,NA,331,344.7,438352.193,135939.197
1641,160961,160961,CACA18,5.4,0.6,Log,,A,,NA,,NA,NA,,NA,,NA,,NA,,15.1,NA,,NA,,,,in creek,Not found,,,,,NA,NA,NA,NA,NA,NA,335.4,300.6,438356.593,135895.097
1643,160571,160571,PLOC,,,,Log,,A,,,,,3,,,,,,46.2,,,50.9,,10.2,,,,Living stump sprouts: over creek,,,,,,,,,,,,,,
1674,161410,161410,LITU,6.9,2.9,Snag,Log,A,A,F,,3,2,4,NA,,7.6,,NA,,10.8,10.6,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,366.9,332.9,438388.093,135927.397
1674,161427,161427,LITU,4.9,9.1,Snag,Snag,A,A,F,,1,1,2,NA,,2,,20,,20.9,20.2,,NA,,,,cut,,,,,,NA,NA,NA,NA,NA,NA,364.9,339.1,438386.093,135933.597
1674,161429,161429,LITU,4,9.8,Snag,Snag,A,A,F,,1,1,2,NA,,10,,NA,,16.8,16.5,,NA,,,,L,,,,,,NA,NA,NA,NA,NA,NA,364,339.8,438385.193,135934.297
1623,161441,161441,CACA18,6,4.3,Log,,A,,F,,4,2,,G,,NA,,NA,,23.1,NA,,3,,,,NA,Not found,,,,,22.9,20.6,NA,NA,NA,NA,316,314.3,438337.193,135908.797
1636,161567,161567,QUPA2,8.5,1,Snag,Log,A,A,F,,3,2,4,NA,,NA,,NA,52.6,117.3,114.7,100,NA,20,,,NA,,,,,,NA,NA,NA,NA,NA,NA,328.5,351,438349.693,135945.497
1612,161938,161938,LIST2,12.1,3.4,Stump,,NA,,NA,,NA,NA,,NA,,NA,,NA,,18.8,NA,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,312.1,313.4,438333.293,135907.897
1614,162074,162074,LIST2,8.7,7.1,Snag,Log,A,A,F,,2,1,3,NA,,20.6,,NA,41.2,78.4,75.9,71.7,NA,16.8,,,NA,,,,,,NA,NA,NA,NA,NA,NA,308.7,337.1,438329.893,135931.597
16109,162431,162431,QUAL,6.5,8,Snag,Snag,A,A,F,,4,2,3,NA,,6,,NA,,69.5,75.8,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,396.5,388,438417.693,135982.497
16109,162435,162435,UNKN,3.8,8.4,Snag,Snag,A,A,F,,4,2,3,NA,,5,,NA,,50,49.8,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,393.8,388.4,438414.993,135982.897
1699,162457,162457,FAGR,5.3,8,NF,,NA,,NA,,NA,NA,,NA,,NA,,NA,,30.5,NA,,NA,,,,NA,Not found,,,,,NA,NA,NA,NA,NA,NA,385.3,388,438406.493,135982.497
1699,162458,162458,QUAL,1.9,5.4,NF,,NA,,NA,,NA,NA,,NA,,NA,,NA,,36,NA,,NA,,,,NA,Not found,,,,,NA,NA,NA,NA,NA,NA,381.9,385.4,438403.093,135979.897
1678,162491,162491,FAGR,4.8,8.9,Consumed,,NA,,NA,,5,3,,NA,,NA,,NA,,10.5,NA,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,364.8,378.9,438385.993,135973.397
1657,162608,162608,ULAM,5.8,6.4,NA,,NA,,NA,,NA,NA,,NA,,NA,,NA,,27,NA,,NA,,,,trees removed summer 2014,,,,,,NA,NA,NA,NA,NA,NA,345.8,366.4,438366.993,135960.897
1657,162608,162609,ULAM,5.8,6.4,NA,,NA,,NA,,NA,NA,,NA,,NA,,NA,,21.2,NA,,NA,,,,trees removed summer 2014,,,,,,NA,NA,NA,NA,NA,NA,345.8,366.4,438366.993,135960.897
1689,162685,162685,FAGR,7,7.4,Consumed,,NA,,NA,,5,3,,NA,,NA,,NA,,16.2,NA,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,377,387.4,438398.193,135981.897
1689,162693,162693,FAGR,0.8,3.7,Consumed,,NA,,NA,,5,3,,NA,,NA,,NA,,11.9,NA,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,370.8,383.7,438391.993,135978.197
1689,162696,162696,ACRU,1.1,9.9,NF,,NA,,NA,,NA,NA,,NA,,NA,,NA,,27.1,NA,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,371.1,389.9,438392.293,135984.397
1679,162701,162701,FAGR,7.9,1.3,Consumed,,NA,,NA,,5,3,,NA,,NA,,NA,,23.3,NA,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,367.9,381.3,438389.093,135975.797
1679,162706,162706,ACRU,9.8,6.4,Consumed,,NA,,NA,,5,3,,NA,,NA,,NA,,23.5,NA,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,369.8,386.4,438390.993,135980.897
1679,162707,162707,ULAM,10,9.1,Consumed,,NA,,NA,,5,3,,NA,,NA,,NA,,17.6,NA,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,370,389.1,438391.193,135983.597
1669,162748,162748,PLOC,0.4,1.6,Log,Log,A,A,F,,1,1,3,G;A,,NA,,NA,,82.4,NA,,15,,,,top cut to clear path,,,,,,80.7,32.3,NA,NA,NA,NA,350.4,381.6,438371.593,135976.097
1669,162752,162752,PLOC,1.4,5.8,Snag,Snag,A,A,F,,4,2,4,NA,,4,,NA,,75.7,67.5,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,351.4,385.8,438372.593,135980.297
161010,162765,162765,UNKN,3.8,1.5,NF,Log,NA,A,NA,,NA,NA,3,NA,,NA,,NA,,42.4,NA,,NA,,,,NA,Underwater,,,,,NA,NA,NA,NA,NA,NA,393.8,391.5,438414.993,135985.997
16810,162771,162771,ACRU,6.8,7,Snag,,A,,F,,4,2,,NA,,4.5,,NA,,52.4,NA,,NA,,,,Marsh,,,,,,NA,NA,NA,NA,NA,NA,376.8,397,438397.993,135991.497
1693,162991,162991,PITA,0.4,4.6,Snag,Log,A,A,C,,2,1,2,NA,,15,,NA,,17.3,17.3,,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,380.4,324.6,438401.593,135919.097
312,NA,NA,UNKN,NA,NA,Log,,A,,NA,,4,2,,G,,NA,,NA,,NA,NA,,NA,,,,no tag,,,,,,24.8,13.6,8,6,NA,NA,NA,NA,NA,NA
418,NA,NA,UNKN,NA,NA,Log,,A,,NA,,NA,NA,,NA,,NA,,NA,,NA,NA,,NA,,,,not found,"Likely consumed, not found",,,,,NA,NA,2,373.2,4.9,374.9,NA,NA,NA,NA
456,NA,NA,UNKN,NA,NA,Log,,A,,NA,,NA,NA,,NA,,NA,,NA,,NA,NA,,NA,,,,not found,,,,,,NA,NA,44,354.6,42.9,357,NA,NA,NA,NA
467,NA,NA,UNKN,NA,NA,Log,,A,,NA,,4,2,,G,,NA,,NA,,NA,NA,,NA,,,,no tag,,,,,,22.2,11.3,53.1,363.6,61.3,376.8,NA,NA,NA,NA
469,NA,NA,UNKN,NA,NA,Log,,A,,NA,,4,2,,G,,NA,,NA,,NA,NA,,NA,,,,no tag,,,,,,36.9,28.9,57.4,387.8,NA,NA,NA,NA,NA,NA
469,NA,NA,UNKN,NA,NA,Log,,A,,NA,,4,2,,G,,NA,,NA,,NA,NA,,NA,,,,no tag,,,,,,53,36.3,58.7,388.1,54.5,398.7,NA,NA,NA,NA
474,NA,NA,UNKN,NA,NA,Log,,A,,NA,,5,3,,G,,NA,,NA,,NA,NA,,NA,,,,no tag,,,,,,22.7,8.9,64.1,337.1,69.5,340.5,NA,NA,NA,NA
478,NA,NA,UNKN,NA,NA,Log,,A,,NA,,4,2,,G,,NA,,NA,,NA,NA,,NA,,,,no tag,,,,,,18.5,11,64.3,376.8,58.3,373,NA,NA,NA,NA
488,NA,NA,UNKN,NA,NA,Log,,A,,C,,4,2,,G,,NA,,NA,,NA,NA,,NA,,,,no tag,,,,,,30.8,14.3,NA,NA,NA,NA,NA,NA,NA,NA
814,NA,NA,UNKN,NA,NA,Log,,A,,F,,4,2,,G,,NA,,NA,,NA,NA,,NA,,,,"previously recorded, no tag",,,,,,71.5,75.4,4.4,3,1.1,4.7,NA,NA,NA,NA
822,NA,NA,UNKN,NA,NA,Log,,A,,F,,5,3,,G,,NA,,NA,,NA,NA,,NA,,,,"previously recorded, no tag",,,,,,82.9,11.2,0,3,2,3.5,NA,NA,NA,NA
831,NA,NA,UNKN,NA,NA,Log,,A,,F,,5,3,,G,,NA,,NA,,NA,NA,,NA,,,,"previously recorded, no tag",,,,,,33.8,19.6,0.5,9,NA,NA,NA,NA,NA,NA
854,NA,NA,UNKN,NA,NA,Log,,A,,F,,4,2,,G,,NA,,NA,,NA,NA,,NA,,,,"new, no tag",,,,,,25,14.5,NA,NA,NA,NA,NA,NA,NA,NA
855,NA,NA,UNKN,NA,NA,Log,,B,,F,,4,2,,G,,NA,,NA,,NA,NA,,NA,,,,"new, no tag",,,,,,12,9.6,NA,NA,NA,NA,NA,NA,NA,NA
868,NA,NA,UNKN,NA,NA,Log,,A,,C,,4,2,,G,,NA,,NA,,NA,NA,,NA,,,,"previously recorded, no tag",,,,,,32.6,22,2.6,2.9,1.8,8.7,NA,NA,NA,NA
868,NA,NA,UNKN,NA,NA,Log,,A,,F,,4,2,,G,,NA,,NA,,NA,NA,,NA,,,,"previously recorded, no tag",,,,,,22.7,21.4,8.7,9,0.9,7.6,NA,NA,NA,NA
868,NA,NA,UNKN,NA,NA,Log,,B,,F,,4,2,,G,,NA,,NA,,NA,NA,,NA,,,,"new, no tag",,,,,,19.8,18.6,NA,NA,NA,NA,NA,NA,NA,NA
892,NA,NA,UNKN,NA,NA,Log,,A,,C,,5,3,,G,,NA,,NA,,NA,NA,,NA,,,,"previously recorded, no tag",,,,,,31.2,20.8,9.6,2,3.9,3.1,NA,NA,NA,NA
4710,NA,NA,UNKN,NA,NA,Log,,A,,NA,,4,2,,G,,NA,,NA,,NA,NA,,NA,,,,no tag,,,,,,28.9,18.5,66.8,396.5,67.7,397.6,NA,NA,NA,NA
4710,NA,NA,UNKN,NA,NA,Log,,B,,NA,,NA,NA,,NA,,NA,,NA,,NA,NA,,NA,,,,not found,,,,,,NA,NA,67.7,397.6,65.2,400.4,NA,NA,NA,NA
4810,NA,NA,UNKN,NA,NA,Log,,A,,NA,,4,2,,G,,NA,,NA,,NA,NA,,NA,,,,no tag,,,,,,33.6,28.2,78.8,399.1,NA,NA,NA,NA,NA,NA
8910,NA,NA,UNKN,NA,NA,Log,,A,,C,,4,2,,G,,NA,,NA,,NA,NA,,NA,,,,"previously recorded, no tag",,,,,,63.2,47,4.8,5,3.7,0.4,NA,NA,NA,NA
8910,NA,NA,UNKN,NA,NA,Log,,A,,F,,4,2,,G,,NA,,NA,,NA,NA,,NA,,,,"previously recorded, no tag",,,,,,25.8,20.9,6.4,1.7,NA,NA,NA,NA,NA,NA