tag,h,x,y,quadrat,bottom.corrx,bottom.corry,top.corrx,top.corry,species,sp.num,stem.id,piece.id,windthrow,cut,decay,type,dbh,ht.m,top.dbh,end.dbh,length,notes,
no tag,14,8,4,1484,,,,,,,,A,N,N,3,lying whole,53.3,,,34.6,9.8,,
142293,14,8,4,1484,,,,,,,,A,N,N,3,standing broken,16.5,1.8,,,,no top,
142154,14,9,4,1494,,,,,,,,A,N,N,3,lying whole,2.2,,,0.8,,,
142153,14,9,4,1494,,,,,,,,A,N,N,3,standing dead,1.2,,,,,,
no tag,14,10,4,14104,,,,,,,,A,N,N,3,stump,,,,,,,
142010,14,10,3,14103,,,,,,,,A,N,N,2,lying whole,7,,,6.8,2.2,,
142242,14,8,2,1482,,,,,,,,A,N,N,2,standing broken,10.5,3,10,,,,
142242,14,8,2,1482,,,,,,,,B,N,N,2,standing broken,10,,,9.8,1.3,,
142246,14,8,2,1482,,,,,,,,A,N,N,2,standing dead,3.5,,,,,,
no tag,14,8,1,1481,,,,,,,,A,N,N,3,lying whole,43.9,,,36.4,6.1,,
141818,14,8,1,1481,,,,,,,,A,N,N,2,standing dead,1.4,,,,,,
141817,14,8,1,1481,,,,,,,,A,N,N,2,standing dead,3.2,,,,,,
no tag,14,9,1,1491,,,,,,,,A,N,Y,3,lying cut,48,,,49.1,7.7,split at base,
no tag,14,9,1,1491,,,,,,,,B,N,Y,3,lying cut,48.7,,,48.3,1.3,,
no tag,14,9,1,1491,,,,,,,,C,N,Y,3,lying cut,43.3,,,41.2,2,,
no tag,14,10,2,14102,,,,,,,,D,N,Y,3,lying cut,46.3,,,30.5,9.8,,
no tag,14,9,1,1491,,,,,,,,E,N,Y,3,lying cut,44.6,,,42,2.2,,
no tag,14,9,1,1491,,,,,,,,F,N,Y,3,lying cut,45.2,,,41.4,1.6,,
no tag,14,9,1,1491,,,,,,,,G,N,Y,3,lying cut,43.7,,,41.3,1.1,,
no tag,14,9,1,1491,,,,,,,,H,N,Y,3,lying cut,45.9,,,32.3,1.7,,
no tag,14,10,2,14102,,,,,,,,I,N,Y,3,lying cut,25.3,,,22.3,2.4,,
no tag,14,10,2,14102,,,,,,,,J,N,Y,3,lying cut,20.6,,,16,3.4,,
no tag,14,9,1,1491,,,,,,,,A,N,N,3,lying whole,40,,,30.8,13.6,,
no tag,14,9,1,1491,,,,,,,,A,N,Y,3,lying cut,84,,,83.3,8,,
no tag,14,9,1,1491,,,,,,,,A,N,Y,3,lying cut,53.6,,,49.5,8.5,,
141746,14,6,10,14610,,,,,,,,A,N,N,1,standing dead,3.5,,,,,,
142714,14,8,10,14810,,,,,,,,A,N,N,3,lying whole,10.1,,,9.6,2.7,,
no tag,14,7,10,14710,,,,,,,,A,N,N,3,lying whole,47.3,,,39.9,3.6,,
no tag,14,7,10,14710,,,,,,,,A,N,N,3,stump,,,,,,,
no tag,14,7,10,14710,,,,,,,,A,N,N,3,stump,,,,,,,
142442,14,7,9,1479,,,,,,,,A,N,N,1,lying whole,5.5,,,4.5,2.8,,
142443,14,7,9,1479,,,,,,,,A,N,Y,1,lying cut,7,,,6.6,3.5,leaning,
141521,14,6,8,1468,,,,,,,,A,N,N,2,standing broken,41.5,4,31.6,,,,
141521,14,6,8,1468,,,,,,,,B,N,N,2,standing broken,31.6,,,23.2,11.4,,
141521,14,6,7,1467,,,,,,,,C,N,N,2,standing broken,22.3,,,21,3.5,,
no tag,14,6,7,1467,,,,,,,,A,N,N,3,stump,,,,,,,
141641,14,6,7,1467,,,,,,,,A,N,N,2,standing dead,1.3,,,,,,
141913,14,6,6,1466,,,,,,,,A,N,N,2,standing dead,1.3,,,,,,
142324,14,8,6,1486,,,,,,,,A,N,N,3,standing broken,37.4,3,,,,,
142335,14,8,7,1487,,,,,,,,A,N,N,3,lying whole,22.1,,,14.6,4.1,,
no tag,14,9,6,1496,,,,,,,,A,N,N,3,stump,,,,,,,
no tag,14,10,6,14106,,,,,,,,A,N,N,3,stump,,,,,,,
no tag,14,10,9,14109,,,,,,,,A,N,N,2,lying whole,39.8,,,14.1,20,,
no tag,14,9,8,1498,,,,,,,,A,N,N,3,lying broken,41.3,,,36,9.6,,
no tag,14,10,8,14108,,,,,,,,B,N,N,3,lying broken,34.7,,,19.2,9.7,,
no tag,14,9,9,1499,,,,,,,,A,N,N,3,lying whole,19.5,,,11.1,8.5,,
no tag,14,9,9,1499,,,,,,,,A,N,N,3,stump,,,,,,,
no tag,14,10,9,14109,,,,,,,,A,N,N,3,standing dead,42.6,,,,,,
142379,14,9,10,14910,,,,,,,,A,N,N,2,standing dead,12.5,,,,,stump sprouts,
no tag,14,9,10,14910,,,,,,,,B,N,N,2,standing broken,60.7,,,33,18.4,,
no tag,14,10,10,141010,,,,,,,,A,N,N,3,stump,,,,,,,
no tag,14,10,10,141010,,,,,,,,A,N,N,3,lying whole,10.5,,,8.7,8.2,,
142560,14,10,10,141010,,,,,,,,A,N,N,3,standing dead,35,,,,,,
no tag,15,9,1,1591,,,,,,,,A,N,N,2,standing broken,60.7,2.5,60.7,,,dbh from B,
151207,15,5,5,1555,,,,,,,,A,N,N,2,standing broken,7.5,,,6.6,1.9,connected,
153078,15,1,4,1514,,,,,,,,A,N,N,2,standing dead,5.3,,,,,,
153054,15,1,4,1514,,,,,,,,A,N,N,2,lying whole,7.2,,,5.5,4.9,Ulmus?,
152197,15,1,3,1513,,,,,,,,A,N,N,2,standing dead,3.6,,,,,,
152187,15,1,3,1513,,,,,,,,A,N,N,2,standing dead,4.2,,,,,,
no tag,15,1,3,1513,,,,,,,,A,N,N,3,lying whole,32.3,,,17,16.5,,
no tag,15,1,2,1512,,,,,,,,A,N,N,3,lying whole,45.8,,,14.8,14.5,Betula,
no tag,15,2,1,1521,,,,,,,,A,N,N,2,standing dead,21.2,,,,,couldn't find tag,
152566,15,3,2,1532,,,,,,,,A,N,N,2,lying broken,8.7,,,7.4,1.8,,
152566,15,3,2,1532,,,,,,,,B,N,N,2,lying broken,7.4,,,5.1,2.6,,
151620,15,3,2,1532,,,,,,,,A,N,N,2,standing broken,5,,,,,no top,
151675,15,3,3,1533,,,,,,,,A,N,N,2,standing dead,3,,,,,,
151678,15,3,3,1533,,,,,,,,A,N,N,2,standing dead,4.4,,,,,,
151669,15,3,3,1533,,,,,,,,A,N,N,2,standing dead,2.4,,,,,,
152702,15,4,3,1543,,,,,,,,A,N,N,3,lying whole,50,,,34.2,10.6,,
no tag,15,5,5,1555,,,,,,,,A,N,N,3,lying whole,63.3,,,42,10,,
151406,15,1,10,15110,,,,,,,,A,N,N,2,standing dead,2.1,,,,,,
153510,15,1,9,1519,,,,,,,,A,N,N,2,standing dead,5.5,,,,,,
152496,15,2,10,15210,,,,,,,,A,N,N,2,standing dead,4.1,,,,,,
153312,15,2,10,15210,,,,,,,,A,N,N,2,standing dead,4.4,,,,,,
no tag,15,1,7,1517,,,,,,,,A,N,N,3,lying whole,21.9,,,9.2,14,,
no tag,15,2,8,1528,,,,,,,,A,N,N,3,lying whole,59.5,,,28,21.3,,
153336,15,1,7,1517,,,,,,,,A,N,N,2,lying whole,76.5,,,28.6,30.7,,
no tag,15,1,6,1516,,,,,,,,A,N,N,2,lying whole,35,,,12,23.9,,
150748,15,4,7,1547,,,,,,,,A,N,N,2,lying whole,60.2,,,35.1,26.1,stump sprouts,
no tag,15,4,7,1547,,,,,,,,A,N,N,3,lying whole,40.9,,,26.1,16.1,,
150735,15,4,7,1547,,,,,,,,A,N,N,1,standing dead,2,,,,,,
152654,15,5,8,1558,,,,,,,,A,N,N,3,lying broken,14,,,12,7,,
152654,15,5,8,1558,,,,,,,,B,N,N,3,lying broken,10.3,,,7,3.4,,
152794,15,4,10,15410,,,,,,,,A,N,N,2,lying whole,9.3,,,4.8,4.4,,
no tag,15,6,5,1565,,,,,,,,A,N,N,3,lying whole,16.7,,,8.1,10.2,,
150333,15,8,5,1585,,,,,,,,A,N,N,1,standing broken,16,,,9.4,9.6,connected,
no tag,15,8,4,1584,,,,,,,,A,N,N,3,lying whole,30.2,,,23.4,7.2,,
no tag,15,8,3,1583,,,,,,,,A,N,N,3,lying whole,30.9,,,29.8,7.1,,
150944,15,6,2,1562,,,,,,,,A,N,N,2,standing broken,49.2,2,38.4,,,,
150944,15,6,2,1562,,,,,,,,B,N,N,2,standing broken,38.4,,,11.2,22,,
150982,15,6,3,1563,,,,,,,,A,N,N,2,standing dead,2.6,,,,,,
150986,15,6,3,1563,,,,,LIST2,,,A,N,N,2,standing dead,2.5,,,,,,
150971,15,6,3,1563,,,,,,,,A,N,N,2,standing dead,2.6,,,,,,
150945,15,6,3,1563,,,,,,,,A,W,N,2,lying whole,37.2,,,19,22.2,,
no tag,15,6,3,1563,,,,,,,,A,N,N,3,lying whole,39,,,17.1,22.2,,
no tag,15,6,3,1563,,,,,,,,A,N,N,1,lying whole,9.7,,,7.6,5.2,,
150404,15,7,1,1571,,,,,,,,A,W,N,1,lying whole,54.2,,,42.6,17.1,live buds,
no tag,15,6,1,1561,,,,,,,,A,N,N,3,lying whole,26.4,,,22.7,6.3,,
no tag,15,7,2,1572,,,,,,,,A,N,N,3,lying broken,44.6,,,29.6,11.3,,
no tag,15,6,1,1561,,,,,,,,B,N,N,3,lying broken,29,,,27,3.1,,
no tag,15,10,1,15101,,,,,,,,A,N,N,3,stump,,,,,,,
150010,15,10,1,15101,,,,,,,,A,N,N,2,lying whole,8.7,,,5.6,8.1,,
150118,15,10,3,15103,,,,,,,,A,N,N,2,lying whole,2.2,,,1.4,3,,
150213,15,9,4,1594,,,,,,,,A,N,N,2,lying whole,5.1,,,4.9,5.3,,
150210,15,9,3,1593,,,,,,,,A,N,N,1,standing dead,3.1,,,,,,
no tag,15,10,4,15104,,,,,,,,A,N,Y,3,lying cut,50.4,,,40.2,14.3,,
no tag,15,10,5,15105,,,,,,,,B,N,Y,3,lying cut,36.6,,,27.7,2.2,,
150489,15,7,9,1579,,,,,,,,A,N,N,2,standing dead,1.4,,,,,,
151095,15,7,8,1578,,,,,,,,A,N,N,2,standing dead,2.7,,,,,,
151091,15,7,8,1578,,,,,,,,A,N,N,2,standing dead,2.8,,,,,,
150650,15,8,9,1589,,,,,,,,A,N,N,2,standing broken,26.5,8.2,20.8,,,,
150650,15,8,9,1589,,,,,,,,B,N,N,2,standing broken,20.8,,,18.4,4.4,,
no tag,15,8,8,1588,,,,,,,,A,N,N,3,stump,,,,,,,
no tag,15,8,8,1588,,,,,,,,A,N,N,3,stump,,,,,,,
152925,15,6,8,1568,,,,,,,,A,N,N,3,standing broken,13.5,2.5,10.7,,,,
152925,15,6,8,1568,,,,,,,,B,N,N,3,standing broken,10.7,,,8.9,1.7,,
no tag,15,7,7,1577,,,,,,,,A,N,N,3,stump,,,,,,,
150049,15,8,6,1586,,,,,,,,A,N,N,2,lying whole,17,,,7.4,12.7,stump in x9 y6,
no tag,15,10,6,15106,,,,,,,,A,N,N,3,stump,,,,,,,
150253,15,10,7,15107,,,,,,,,A,N,Y,1,lying cut,43.2,,,40.1,7.3,,
150253,15,9,6,1596,,,,,,,,B,N,Y,1,lying cut,39.4,,,36.1,3.8,,
150248,15,10,7,15107,,,,,,,,A,N,Y,1,standing broken,8.8,2.5,8,,,,
150248,15,10,7,15107,,,,,,,,B,N,Y,1,standing broken,8,,,7.7,2.5,,
150280,15,10,9,15109,,,,,,,,A,W,N,1,lying broken,58.7,,,29.2,23.3,,
150280,15,10,7,15107,,,,,,,,B,W,N,1,lying broken,28.9,,,24,2.9,,
150056,15,9,8,1598,,,,,,,,A,N,N,2,standing broken,22.4,11.3,,,,no top,
150264,15,10,8,15108,,,,,,,,A,N,N,2,standing dead,13.7,,,,,,
150269,15,10,9,15109,,,,,,,,A,N,N,2,standing dead,5.7,,,,,,
150080,15,9,10,15910,,,,,,,,A,N,N,2,standing dead,8.6,,,,,,
150077,15,9,10,15910,,,,,,,,A,N,N,3,standing broken,34.6,,30.3,,,,
150077,15,9,10,15910,,,,,,,,B,N,N,3,standing broken,30.3,,,30.3,6.4,,
150089,15,9,10,15910,,,,,,,,A,N,N,3,lying whole,10.4,,,8.9,7.8,,
150091,15,9,10,15910,,,,,,,,A,N,Y,3,lying cut,13.3,,,13.2,4.3,,
160400,16,8,4,1684,,,,,,,,A,N,N,2,lying whole,15.3,,,8.3,12.6,Pinus,
no tag,16,8,7,1687,,,,,,,,A,N,Y,1,lying broken,8.7,,,7.6,4.8,,
no tag,16,8,7,1687,,,,,,,,B,N,Y,1,lying broken,7,,,5.5,2.1,,
no tag,16,2,5,1625,,,,,,,,A,N,N,2,lying whole,15.8,,,5.4,7.3,,
160800,16,4,5,1645,,,,,,,,A,N,N,3,standing broken,52.4,13.4,36.5,,,,
160800,16,4,5,1645,,,,,,,,B,N,N,3,standing broken,36.5,,,27.4,5.9,,
161108,16,4,5,1645,,,,,,,,A,N,N,3,lying whole,25,,,12.5,12,,
no tag,16,5,3,1653,,,,,FAGR,28,,A,N,N,3,lying whole,34.6,,,25.5,7.6,,
no tag,16,5,3,1653,,,,,,,,A,N,N,3,lying whole,16.4,,,13.6,6.1,,
no tag,16,5,2,1652,,,,,,,,A,N,N,3,lying whole,9.9,,,4,10.3,,
no tag,16,5,1,1651,,,,,CACA18,14,,A,N,N,2,lying whole,7.8,,,7.7,7.1,,
160961,16,4,1,1641,,,,,CACA18,14,,A,N,N,1,lying whole,13.8,,,2.8,6.9,,
no tag,16,3,2,1632,,,,,,,,A,N,N,3,lying whole,22.7,,,16.7,10.8,,
161938,16,2,2,1622,,,,,,,,A,N,N,2,standing broken,19.6,11,12.4,,,,
161938,16,1,2,1612,,,,,,,,B,N,N,2,standing broken,12.4,,,7.7,4.1,,
161567,16,3,6,1636,,,,,,,,A,N,N,3,standing dead,117,,,,,,
163184,16,4,2,1642,,,,,,,,A,N,N,2,standing dead,5.2,,,,,,
162633,16,5,8,1658,,,,,,,,A,N,N,2,lying whole,19,,,4.4,9.7,beaver,
no tag,16,5,8,1658,,,,,,,,A,N,N,3,stump,,,,,,,
no tag,16,5,8,1658,,,,,,,,A,N,N,3,stump,,,,,,,
no tag,16,5,8,1658,,,,,,,,A,N,N,3,stump,,,,,,,
no tag,16,5,8,1658,,,,,,,,A,N,Y,3,lying cut,55.2,,,50.3,2.7,cannot tell origin,
no tag,16,5,8,1658,,,,,,,,A,N,Y,3,lying cut,57.1,,,52.1,5,cannot tell origin,
no tag,16,5,8,1658,,,,,,,,A,N,Y,3,lying cut,75.7,,,64,1.3,cannot tell origin,
no tag,16,4,8,1648,,,,,,,,A,N,N,3,lying whole,24.5,,,5.5,9,"beaver, stump split at 1.3",
no tag,16,4,9,1649,,,,,,,,A,N,N,3,stump,,,,,,,
no tag,16,4,9,1649,,,,,,,,A,N,Y,3,lying cut,38.4,,,37,2.8,cannot tell origin,
no tag,16,4,9,1649,,,,,,,,A,N,Y,3,lying cut,43.3,,,38.7,2.6,cannot tell origin,
no tag,16,4,9,1649,,,,,,,,A,N,Y,3,lying cut,51.3,,,49.6,3,cannot tell origin,
no tag,16,4,9,1649,,,,,,,,A,N,Y,3,lying cut,63.5,,,50,2.6,cannot tell origin,
no tag,16,4,9,1649,,,,,,,,A,N,Y,3,lying cut,65,,,63.9,1.7,cannot tell origin,
no tag,16,4,9,1649,,,,,,,,A,N,Y,3,lying cut,64.4,,,64.4,1.4,cannot tell origin,
no tag,16,3,9,1639,,,,,,,,A,N,Y,3,lying cut,34.9,,,32.6,1.9,cannot tell origin,
no tag,16,3,9,1639,,,,,,,,A,N,Y,3,lying cut,32,,,21.9,2.1,cannot tell origin,
no tag,16,3,9,1639,,,,,,,,A,N,Y,3,lying cut,55.1,,,49.6,3.4,cannot tell origin,
no tag,16,3,9,1639,,,,,,,,A,N,Y,3,lying cut,49.4,,,43.8,3.9,cannot tell origin,
no tag,16,3,9,1639,,,,,,,,A,N,N,3,stump,,,,,,,
no tag,16,2,9,1629,,,,,,,,A,N,N,3,lying whole,66.6,,,54,6.6,,
no tag,16,2,9,1629,,,,,,,,A,N,N,3,stump,,,,,,,
no tag,16,3,10,16310,,,,,,,,A,N,N,3,lying whole,42.3,,,34.7,2.5,,
no tag,16,3,10,16310,,,,,,,,A,N,N,3,lying whole,25.6,,,18.3,7,,
no tag,16,2,10,16210,,,,,,,,A,N,N,3,lying whole,29.8,,,20.5,4.8,,
no tag,16,2,10,16210,,,,,,,,A,N,N,3,stump,,,,,,,
no tag,16,2,10,16210,,,,,,,,A,N,N,3,stump,,,,,,,
no tag,16,2,10,16210,,,,,,,,A,N,N,3,stump,,,,,,,
162787,16,2,10,16210,,,,,,,,A,N,N,3,stump,,,,,,,
162785,16,3,10,16310,,,,,,,,A,N,N,3,standing broken,54.7,4,52.5,,,,
162785,16,3,10,16310,,,,,,,,B,N,N,3,standing broken,52.5,,,28.1,18.1,,
no tag,16,6,2,1662,,,,,,,,A,N,N,3,stump,,,,,,,
no tag,16,7,1,1671,,,,,,,,A,N,N,3,lying whole,15.7,,,12,14.7,,
160113,16,9,1,1691,,,,,,,,A,N,N,1,standing broken,12,,8.2,,,,
160113,16,9,1,1691,,,,,,,,B,N,N,1,standing broken,8.2,,,2.7,7.8,,
no tag,16,9,1,1691,,,,,,,,A,N,N,3,lying whole,12.1,,,10.1,7.6,Pinus,
no tag,16,9,1,1691,,,,,,,,A,N,N,2,lying whole,7,,,,9.7,leaning,
160023,16,10,2,16102,,,,,,,,A,N,N,2,lying whole,2.8,,,2,2.2,,
no tag,16,10,2,16102,,,,,,,,A,N,N,3,lying whole,10.6,,,5.6,7.8,,
no tag,16,9,2,1692,,,,,,,,A,N,N,3,lying whole,8.7,,,6.4,6.9,,
160226,16,7,2,1672,,,,,,,,A,N,Y,2,lying cut,16.6,,,10.7,7.5,,
160226,16,7,2,1672,,,,,,,,B,N,Y,2,lying cut,10.2,,,8.8,2.3,,
no tag,16,8,3,1683,,,,,,,,A,N,N,3,stump,,,,,,,
no tag,16,8,3,1683,,,,,,,,A,N,N,3,lying whole,9.1,,,8,2.5,,
160120,16,9,2,1692,,,,,,,,A,N,N,3,standing broken,15.7,1.5,9,,,,
160120,16,9,2,1692,,,,,,,,B,N,N,3,standing broken,9,,,7.8,9.9,,
160028,16,10,2,16102,,,,,,,,A,N,N,3,standing broken,8.4,1.7,,,,top?,
no tag,16,8,4,1684,,,,,,,,A,N,N,3,lying broken,33.5,,,23.5,15.4,,
no tag,16,9,2,1692,,,,,,,,B,N,N,3,lying broken,21.2,,,19,1.9,,
no tag,16,9,2,1692,,,,,,,,C,N,N,3,lying broken,18.5,,,16.5,2.2,,
no tag,16,10,2,16102,,,,,,,,A,N,N,3,lying whole,8.9,,,4.6,10,,
no tag,16,9,3,1693,,,,,,,,A,N,N,3,lying whole,8,,,5.7,6.4,,
160148,16,9,3,1693,,,,,,,,A,N,N,2,standing dead,21.1,,,,,,
no tag,16,10,3,16103,,,,,,,,A,N,N,3,lying whole,16.4,,,13.5,6.2,,
no tag,16,10,3,16103,,,,,,,,A,N,N,3,lying whole,15.4,,,10.4,6.3,,
no tag,16,10,3,16103,,,,,,,,A,N,N,2,lying whole,4,,,2.8,3.2,,
160161,16,9,4,1694,,,,,,,,A,N,N,3,standing dead,17.7,,,,,leaning,
no tag,16,9,4,1694,,,,,,,,A,N,N,3,stump,,,,,,,
no tag,16,9,4,1694,,,,,,,,A,N,N,3,stump,,,,,,,
160407,16,9,4,1694,,,,,,,,A,N,N,2,standing dead,6.6,,,,,stump sprouts,
160186,16,9,5,1695,,,,,,,,A,N,N,2,lying broken,7.8,,,7,2,,
160186,16,9,4,1694,,,,,,,,B,N,N,2,lying broken,7,,,3.3,5.3,,
160644,16,8,7,1687,,,,,,,,A,N,N,1,lying cut,2.3,,,,,,
no tag,16,10,6,16106,,,,,,,,A,N,N,3,stump,,,,,,,
no tag,16,9,7,1697,,,,,,,,A,N,N,3,stump,,,,,,,
no tag,16,9,7,1697,,,,,,,,A,N,N,3,lying whole,43.5,,,33.1,,,
no tag,16,9,7,1697,,,,,,,,A,N,Y,3,stump,,,,,,,
no tag,16,8,7,1687,,,,,,,,A,N,Y,1,lying whole,16.2,,,4.1,13.5,,
160279,16,9,8,1698,,,,,,,,A,N,N,2,standing dead,2.7,,,,,,
160280,16,9,8,1698,,,,,,,,A,N,N,2,standing dead,2.6,,,,,,
162457,16,9,9,1699,,,,,,,,A,N,N,2,standing dead,30.6,,,,,,
162435,16,10,9,16109,,,,,,,,A,N,N,3,standing dead,49.6,,,,,,
162431,16,10,9,16109,,,,,,,,A,N,N,3,standing broken,80.5,6.1,26.2,,,"second stem, but not found",
162431,16,10,9,16109,,,,,,,,B,N,N,3,standing broken,26.2,,,7.2,16.2,,
162765,16,10,10,161010,,,,,,,,A,N,N,3,standing broken,,,,,,no top,
162458,16,9,9,1699,,,,,,,,A,N,N,3,standing broken,36.8,5.5,,,,,
162465,16,9,9,1699,,,,,,,,A,N,N,2,standing dead,1.7,,,,,,
no tag,16,9,9,1699,,,,,,,,A,N,N,3,stump,,,,,,,
162771,16,8,10,16810,,,,,,,,A,N,N,2,standing dead,53.4,,,,,,
162770,16,8,10,16810,,,,,,,,A,N,N,2,standing dead,30.2,,,,,,
162684,16,8,9,1689,,,,,,,,A,N,N,3,standing broken,25.3,3,,,,no top,
162685,16,8,9,1689,,,,,,,,A,N,N,2,standing dead,15.5,,,,,,
162687,16,8,9,1689,,,,,,,,A,N,N,2,standing dead,8.2,,,,,,
162689,16,8,9,1689,,,,,,,,A,N,N,2,standing dead,,,,,,,
162696,16,8,9,1689,,,,,,,,A,N,N,2,standing dead,28.5,,,,,,
162707,16,8,9,1689,,,,,,,,A,N,N,2,standing dead,18.3,,,,,,
162706,16,7,9,1679,,,,,,,,A,N,N,2,standing dead,23.2,,,,,,
162691,16,8,9,1689,,,,,,,,A,N,N,2,standing dead,6.8,,,,,,
162692,16,8,9,1689,,,,,,,,A,N,N,2,standing dead,10,,,,,,
162695,16,8,9,1689,,,,,,,,A,N,N,2,standing dead,7.6,,,,,,
162693,16,8,9,1689,,,,,,,,A,N,N,2,standing dead,11.9,,,,,,
no tag,16,8,9,1689,,,,,,,,A,N,N,3,lying whole,22.9,,,16.4,5.9,,
162752,16,6,9,1669,,,,,,,,A,N,N,3,standing broken,74.4,4,,,,no top,
no tag,16,6,9,1669,,,,,,,,A,N,N,3,lying whole,40.6,,,32.9,2.5,,
no tag,16,7,9,1679,,,,,,,,A,N,N,3,lying whole,35.1,,,27,13,,
no tag,16,7,9,1679,,,,,,,,A,N,N,3,lying whole,46.8,,,20.6,9.5,,
