QUADNAME,TAG,STEMTAG,SPCODE,PX,PY,PIECE,BREAKDOWNSTATUS,INTEG,DECAYCLASS,DECAYCLASSORIG,GC,HEIGHT,TOPDIAM,DBH,DBH.2017,NOTES.2017,LG.PX,LG.PY,SM.PX,SM.PY,LENGTH,LG.END.DIAM,SM.END.DIAM,CON.2014,CODES.2014,NOTES.2014,CORRXTREE,CORRYTREE,UTMX_TREES,UTMY_TREES
1021,100105,100105,ULAM,8.1,1.9,A,Snag,C,3,2,NA,18.8,NA,21.7,20,NA,NA,NA,NA,NA,NA,NA,NA,LI,B,TORAR vines dead,218.1,101.9,438239.293,135696.397
1021,100111,100111,LIST2,4.5,8.5,A,Snag,C,2,1,NA,11,NA,20.4,18.8,NA,NA,NA,NA,NA,NA,NA,NA,DS,X,NA,214.5,108.5,438235.693,135702.997
1031,100201,100201,FRAM2,2.8,4.2,A,Snag,C,1,1,NA,14,NA,43.2,45.3,NA,NA,NA,NA,NA,NA,NA,NA,LI,NA,NA,222.8,104.2,438243.993,135698.697
1034,100286,100286,QURU,7.2,7.3,A,Log,C,3,2,G,NA,NA,54.3,NA,NA,NA,NA,NA,NA,23,48.2,21,DS,NA,NA,227.2,137.3,438248.393,135731.797
1035,100301,100301,UNKN,6.3,2.8,A,Log,C,3,2,G,NA,NA,108.4,NA,NA,NA,NA,NA,NA,17,92.8,69.8,DS,MT,NA,226.3,142.8,438247.493,135737.297
1036,100316,100316,QUVE,5,5.2,A,Log,C,1,1,G;A,NA,NA,65.3,NA,windthrow,NA,NA,NA,NA,30,65.8,30,LI,SP,NA,225,155.2,438246.193,135749.697
1036,100320,100320,QUVE,4.8,7.2,A,Log,C,1,1,A,NA,NA,79.6,NA,windthrow,NA,NA,NA,NA,20,76.2,60.3,LI,I; SP,NA,224.8,157.2,438245.993,135751.697
1039,100339,100339,CACA18,8.3,1.8,A,Log,C,3,2,G,NA,NA,14.3,NA,NA,NA,NA,NA,NA,7,14.5,10.7,LI,L; X,South,228.3,181.8,438249.493,135776.297
1062,100377,100377,ULAM,8.2,8.5,A,Log,C,4,2,G,NA,NA,18.8,NA,NA,NA,NA,NA,NA,11,17,8.5,DS,NA,bark irregular,258.2,108.5,438279.393,135702.997
1061,100396,100396,FRAM2,4.6,2.3,A,Snag,C,1,1,NA,20,NA,59,62,NA,NA,NA,NA,NA,NA,NA,NA,LI,NA,checked,254.6,102.3,438275.793,135696.797
1042,100453,100453,FRPE,6.8,1,A,Snag,C,1,1,NA,17,NA,52.6,55.3,NA,NA,NA,NA,NA,NA,NA,NA,LI,NA,NA,236.8,111,438257.993,135705.497
1043,100473,100473,ULAM,7.4,1,A,Snag,C,2,1,NA,11,NA,15.7,15.7,NA,NA,NA,NA,NA,NA,NA,NA,LI,A,NA,237.4,121,438258.593,135715.497
1044,100500,100500,QUFA,5.3,5.3,A,Snag,C,3,2,NA,19,NA,61.6,59,NA,NA,NA,NA,NA,NA,NA,NA,DS,NA,NA,235.3,135.3,438256.493,135729.797
1052,100562,100562,FRPE,4.2,1,A,Snag,C,1,1,NA,16,NA,54.3,56.3,NA,NA,NA,NA,NA,NA,NA,NA,LI,NA,NA,244.2,111,438265.393,135705.497
1052,100591,100591,ULAM,5,7.8,A,Log,C,4,2,G;A,NA,NA,22.9,NA,NA,NA,NA,NA,NA,13,22.5,12.1,DS,NA,NA,245,117.8,438266.193,135712.297
1062,100619,100619,FRAM2,4.6,4.5,A,Snag,F,2,1,NA,15,NA,34.5,33,X,NA,NA,NA,NA,NA,NA,NA,LI,NA,NA,254.6,114.5,438275.793,135708.997
1063,100685,100685,FRPE,5,3.1,A,Log,C,1,1,A,NA,NA,43.7,NA,NA,NA,NA,NA,NA,20,40.3,32,LI,SP,NA,255,123.1,438276.193,135717.597
1053,100711,100711,NYSY,5,8.5,A,Snag,F,4,2,NA,1,NA,26.1,NA,top not found,NA,NA,NA,NA,NA,NA,NA,DS,NA,NA,245,128.5,438266.193,135722.997
1056,100750,100750,CACA18,9.8,2.8,A,Snag,C,4,2,NA,7,NA,20,19.8,SP=JUVI,NA,NA,NA,NA,NA,NA,NA,DS,NA,NA,249.8,152.8,438270.993,135747.297
1059,100782,100782,QURU,5.7,4.3,A,Log,F,4,2,G;A,NA,NA,44.4,NA,NA,NA,NA,NA,NA,15,39.5,31,LI,NA,NA,245.7,184.3,438266.893,135778.797
1046,100819,100819,LITU,2.3,3.2,B,Log,F,1,1,G,NA,NA,48.9,NA,NA,NA,NA,NA,NA,30,48.5,28,LI,NA,NA,232.3,153.2,438253.493,135747.697
1046,100819,100819,LITU,2.3,3.2,A,Snag,F,1,1,NA,4,48.5,48.9,48.8,broken by 100320,NA,NA,NA,NA,NA,NA,NA,LI,NA,NA,232.3,153.2,438253.493,135747.697
1081,100871,100871,FRPE,6.3,0.7,A,Snag,C,1,1,NA,16,NA,32.7,32.9,NA,NA,NA,NA,NA,NA,NA,NA,LI,M,PY transect to 9.8,276.3,100.7,438297.493,135695.197
1081,100871,100872,FRPE,6.3,1,A,Snag,C,1,1,NA,16,NA,31.2,31.4,NA,NA,NA,NA,NA,NA,NA,NA,LI,SEC,NA,276.3,101,438297.493,135695.497
1081,100893,100893,FRPE,7.1,8.8,A,Snag,C,1,1,NA,18,NA,49,48.1,NA,NA,NA,NA,NA,NA,NA,NA,LI,NA,PAQU2 on it,277.1,108.8,438298.293,135703.297
1071,100904,100904,FRAM2,9.8,5.5,A,Log,F,2,1,G,NA,NA,26,NA,NA,NA,NA,NA,NA,10,24.5,22.7,DS,WDBH; X,not found in original data,269.8,105.5,438290.993,135699.997
1071,100905,100905,FRAM2,9.3,2.8,B,Log,F,4,2,G,NA,NA,59,NA,NA,NA,NA,NA,NA,5,38.4,36.3,DS,NA,NA,269.3,102.8,438290.493,135697.297
1071,100905,100905,FRAM2,9.3,2.8,A,Snag,F,4,2,NA,5,38.4,59,54.5,NA,NA,NA,NA,NA,NA,NA,NA,DS,NA,NA,269.3,102.8,438290.493,135697.297
1071,100915,100915,FRPE,1,1.2,A,Snag,C,1,1,NA,18,NA,64.9,65.6,NA,NA,NA,NA,NA,NA,NA,NA,LI,NA,NA,261,101.2,438282.193,135695.697
1069,101050,101050,FAGR,8.4,8.5,B,Log,F,1,1,G;A,NA,NA,11.1,NA,NA,NA,NA,NA,NA,6,10.8,2.7,LI,L,East; woody debris,258.4,188.5,438279.593,135782.997
1069,101050,101050,FAGR,8.4,8.5,A,Snag,F,1,1,NA,1,10.8,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,LI,L,East; woody debris,258.4,188.5,438279.593,135782.997
1091,101068,101068,FRPE,2.1,2,A,Snag,C,1,1,NA,18.2,NA,40.1,41.6,NA,NA,NA,NA,NA,NA,NA,NA,LI,NA,NA,282.1,102,438303.293,135696.497
1082,101127,101127,FRPE,3.2,9.4,A,Snag,C,1,1,NA,18,NA,67.7,66.5,NA,NA,NA,NA,NA,NA,NA,NA,LI,NA,NA,273.2,119.4,438294.393,135713.897
1083,101144,101144,FRPE,8.2,5.3,A,Snag,C,1,1,NA,19,NA,67.7,68.2,NA,NA,NA,NA,NA,NA,NA,NA,LI,NA,NA,278.2,125.3,438299.393,135719.797
1084,101161,101161,FRPE,1.8,5.2,A,Snag,C,1,1,NA,18,NA,40.9,43.9,NA,NA,NA,NA,NA,NA,NA,NA,LI,NA,NA,271.8,135.2,438292.993,135729.697
1074,101275,101275,ULRU,4.9,2.1,A,Snag,F,3,2,NA,3,NA,25.2,24,NA,NA,NA,NA,NA,NA,NA,NA,DS,SP,NA,264.9,132.1,438286.093,135726.597
1075,101283,101283,FRPE,9.1,6.8,A,Log,F,2,1,G,NA,NA,54.3,NA,NA,NA,NA,NA,NA,13,51.7,30,LI,NA,NA,269.1,146.8,438290.293,135741.297
1092,101310,101310,FRPE,7.9,7.9,A,Snag,C,1,1,NA,15,NA,24.4,24.8,NA,NA,NA,NA,NA,NA,NA,NA,LI,NA,tag replaced,287.9,117.9,438309.093,135712.397
1077,101443,101443,LITU,6.2,7.9,A,Log,C,2,1,G;A,NA,NA,76.7,NA,NA,NA,NA,NA,NA,17.1,71.5,47.4,DS,A; P; SP,SE; across creek,266.2,167.9,438287.393,135762.397
1077,101445,101445,NYSY,6.7,8.9,A,Log,C,1,1,G;A,NA,NA,17.7,NA,NA,NA,NA,NA,NA,15,16.1,7.3,LI,L; SP,South; uprooted,266.7,168.9,438287.893,135763.397
1079,101467,101467,ACRU,8.1,5.2,B,Log,F,3,2,G,NA,NA,52.1,NA,NA,NA,NA,NA,NA,10,40.4,29.2,DS,X,NA,268.1,185.2,438289.293,135779.697
1079,101467,101467,ACRU,8.1,5.2,A,Snag,F,3,2,NA,2,40.4,52.1,51.6,NA,NA,NA,NA,NA,NA,NA,NA,DS,X,NA,268.1,185.2,438289.293,135779.697
10810,101496,101496,PLOC,6.1,0.8,B,Log,C,1,1,G;A,NA,NA,39.3,NA,NA,NA,NA,NA,NA,28,38.6,16.7,LI,NA,NA,276.1,190.8,438297.293,135785.297
10810,101496,101496,PLOC,6.1,0.8,A,Snag,C,1,1,NA,1,40.3,39.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,LI,NA,NA,276.1,190.8,438297.293,135785.297
1088,101539,101539,ULAM,5.2,9.5,A,Snag,F,3,2,NA,2.5,NA,19.9,19.7,NA,NA,NA,NA,NA,NA,NA,NA,DS,X,NA,275.2,179.5,438296.393,135773.997
1095,101710,101710,FRPE,4,2.5,A,Snag,C,1,1,NA,23.4,NA,49.5,49.7,NA,NA,NA,NA,NA,NA,NA,NA,LI,NA,NA,284,142.5,438305.193,135736.997
1096,101750,101750,FRPE,8.7,5.6,A,Snag,C,1,1,NA,27,NA,31.2,31.1,EAB,NA,NA,NA,NA,NA,NA,NA,LI,L,South,288.7,155.6,438309.893,135750.097
1096,101761,101761,ULAM,2.1,5.3,A,Log,C,3,2,G,NA,NA,15.4,NA,NA,NA,NA,NA,NA,6,16.5,11.6,DS,NA,NA,282.1,155.3,438303.293,135749.797
1097,101804,101804,ULRU,9.8,1.6,A,Log,C,4,2,G,NA,NA,34.3,NA,NA,NA,NA,NA,NA,11,28.2,23.2,DS,MT; SP; X,NA,289.8,161.6,438310.993,135756.097
10106,102138,102138,FRPE,8.6,7.5,A,Snag,C,1,1,NA,28,NA,74.8,76.4,"top dead, EAB, 1 live epicormic",NA,NA,NA,NA,NA,NA,NA,LI,NA,NA,298.6,157.5,438319.793,135751.997
10104,102337,102337,FRPE,3.5,8,A,Snag,C,1,1,NA,26.4,NA,74.4,76.3,EAB,NA,NA,NA,NA,NA,NA,NA,LI,NA,NA,293.5,138,438314.693,135732.497
10101,102415,102415,LIST2,8.4,9,A,Snag,F,2,1,NA,12.6,NA,40.9,39.9,NA,NA,NA,NA,NA,NA,NA,NA,DS,SP,changed from LIBE3,298.4,109,438319.593,135703.497
1134,110266,110266,CACA18,4.6,7.8,A,Snag,C,1,1,NA,7,NA,11.6,11.6,NA,NA,NA,NA,NA,NA,NA,NA,LI,L,East,224.6,237.8,438245.793,135832.297
1144,110352,110352,UNKN,3.6,5.5,A,Snag,C,4,2,NA,10,NA,20.5,19.7,NA,NA,NA,NA,NA,NA,NA,NA,DS,MT,NA,233.6,235.5,438254.793,135829.997
1139,110434,110434,LITU,0.7,0.4,A,Snag,C,1,1,NA,23.6,NA,73.4,73.1,NA,NA,NA,NA,NA,NA,NA,NA,LI,B; X,NA,220.7,280.4,438241.893,135874.897
1139,110435,110435,LITU,0.7,2,A,Snag,C,1,1,NA,21.8,NA,39.1,38.6,NA,NA,NA,NA,NA,NA,NA,NA,LI,NA,NA,220.7,282,438241.893,135876.497
1162,110582,110582,COFL2,9.8,2.1,A,Snag,C,2,1,NA,3,NA,12.8,12.5,NA,NA,NA,NA,NA,NA,NA,NA,LI,I; X,NA,259.8,212.1,438280.993,135806.597
11110,110614,110614,CAGL8,6.5,2.1,A,Log,F,2,1,G,NA,NA,46.6,NA,cut by NEON,NA,NA,NA,NA,4,50.3,45.9,DS,X,removed by NEON,206.5,292.1,438227.693,135886.597
11110,110614,110614,CAGL8,6.5,2.1,B,Log,F,3,2,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,40,36.2,NA,NA,NA,206.5,292.1,438227.693,135886.597
11110,110614,110614,CAGL8,6.5,2.1,C,Log,F,3,2,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,40.7,37.7,NA,NA,NA,206.5,292.1,438227.693,135886.597
11110,110614,110614,CAGL8,6.5,2.1,D,Log,F,3,2,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,35.7,33.7,NA,NA,NA,206.5,292.1,438227.693,135886.597
11110,110614,110614,CAGL8,6.5,2.1,E,Log,F,3,2,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,34.1,33,NA,NA,NA,206.5,292.1,438227.693,135886.597
11110,110614,110614,CAGL8,6.5,2.1,F,Log,F,3,2,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,36.7,34.3,NA,NA,NA,206.5,292.1,438227.693,135886.597
11210,110614,110614,CAGL8,6.5,2.1,G,Log,F,3,2,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,395,38.7,NA,NA,NA,206.5,292.1,438227.693,135886.597
11210,110614,110614,CAGL8,6.5,2.1,H,Log,F,3,2,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,41,36.3,NA,NA,NA,206.5,292.1,438227.693,135886.597
11210,110614,110614,CAGL8,6.5,2.1,I,Log,F,3,2,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37.2,35.3,NA,NA,NA,206.5,292.1,438227.693,135886.597
1154,110834,110834,COFL2,2,8.2,A,Log,C,4,2,G;A,NA,NA,10.9,NA,NA,NA,NA,NA,NA,5,6.4,11.1,DS,NA,NA,242,238.2,438263.193,135832.697
1156,110855,110855,CACA18,9.4,4.9,A,Log,F,4,2,G,NA,NA,10.8,NA,NA,NA,NA,NA,NA,2,9.6,8.7,DS,A; X,tag replaced,249.4,254.9,438270.593,135849.397
1158,110881,110881,UNKN,0.8,6.3,B,Log,F,4,2,G,NA,NA,78.2,NA,NA,NA,NA,NA,NA,10,69.5,51.9,DS,NA,NA,240.8,276.3,438261.993,135870.797
1158,110881,110881,UNKN,0.8,6.3,A,Snag,F,4,2,NA,3,69.5,78.2,73.1,NA,NA,NA,NA,NA,NA,NA,NA,DS,NA,NA,240.8,276.3,438261.993,135870.797
1165,111007,111007,CAGL8,4,7.5,A,Log,C,1,1,G,NA,NA,50.8,NA,windthrow,NA,NA,NA,NA,25,55,32,LI,NA,needs new tag,254,247.5,438275.193,135841.997
1186,111285,111285,CACA18,0.8,9.2,A,Snag,C,1,1,NA,0.6,7.2,10.8,10.8,R by 111007,NA,NA,NA,NA,NA,NA,NA,LI,NA,NA,270.8,259.2,438291.993,135853.697
1196,111578,111578,QURU,0.9,2.3,A,Log,C,3,2,G,NA,NA,30,NA,NA,NA,NA,NA,NA,10,31,19.5,DS,L,East,280.9,252.3,438302.093,135846.797
11105,112005,112005,QUCO2,7.9,9,A,Log,C,4,2,G,NA,NA,49.7,NA,NA,NA,NA,NA,NA,21,43.1,26,DS,MT; X,NA,297.9,249,438319.093,135843.497
11106,112030,112030,COFL2,2,5.3,A,Snag,F,3,2,NA,4,NA,10.7,10.1,NA,NA,NA,NA,NA,NA,NA,NA,LI,NA,NA,292,255.3,438313.193,135849.797
1331,130003,130003,LIST2,9,0.4,A,Log,F,4,2,G,NA,NA,13,NA,NA,NA,NA,NA,NA,3,13.4,8,DS,A,NA,329,0.4,438350.193,135594.897
1332,130054,130054,LIST2,1.4,2.4,A,Snag,F,1,1,NA,7,NA,15.7,15.8,NA,NA,NA,NA,NA,NA,NA,NA,DS,X,checked; bark irregular,321.4,12.4,438342.593,135606.897
1313,130211,130211,LIST2,2,0.4,A,Snag,F,2,1,NA,5,NA,13.3,13.1,NA,NA,NA,NA,NA,NA,NA,NA,LI,NA,checked,302,20.4,438323.193,135614.897
1338,130297,130296,FAGR,7.5,5.2,A,Snag,NA,NA,NA,NA,NA,NA,10.7,NA,stump only,NA,NA,NA,NA,NA,NA,NA,DS,L,NA,327.5,75.2,438348.693,135669.697
1312,130346,130346,LIST2,4.8,7.8,A,Snag,F,3,2,NA,6,NA,14.7,13.2,NA,NA,NA,NA,NA,NA,NA,NA,DS,A; X,NA,304.8,17.8,438325.993,135612.297
1312,130348,130348,ULRU,8.4,9.7,A,Snag,F,3,2,NA,5.5,NA,11.2,10.7,NA,NA,NA,NA,NA,NA,NA,NA,DS,MT; X,NA,308.4,19.7,438329.593,135614.197
1321,130348,130408,ULRU,9.7,2.1,A,Log,F,2,1,G,NA,NA,10.2,NA,NA,NA,NA,NA,NA,5,10.2,8.2,LI,NA,NA,319.7,2.1,438340.893,135596.597
1321,130428,130428,LIST2,2.8,6.4,NA,Stump,NA,NA,NA,NA,NA,NA,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,X,NA,312.8,6.4,438333.993,135600.897
1321,130429,130429,LIST2,3.3,7.3,NA,Stump,NA,NA,NA,NA,NA,NA,16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,DS,X,NA,313.3,7.3,438334.493,135601.797
1321,130445,130445,LIST2,0.8,8.3,A,Snag,F,4,2,NA,1.5,NA,14.6,NA,1/2 of stem left,NA,NA,NA,NA,NA,NA,NA,DS,X,topped at 2m,310.8,8.3,438331.993,135602.797
1323,130480,130480,ULRU,4.5,4,A,Snag,F,3,2,NA,5,9.3,14.3,14.1,NA,NA,NA,NA,NA,NA,NA,NA,LI,NA,NA,314.5,24,438335.693,135618.497
1346,130551,130551,QURU,2.3,2.2,A,Snag,C,4,2,NA,10,NA,46.6,45.8,NA,NA,NA,NA,NA,NA,NA,NA,DS,L,SW,332.3,52.2,438353.493,135646.697
13110,130896,130896,FRPE,5.8,9.1,A,Snag,C,1,1,NA,15,NA,49.8,49.2,NA,NA,NA,NA,NA,NA,NA,NA,LI,SP,NA,305.8,99.1,438326.993,135693.597
1311,130938,130938,LIST2,9.7,1.3,A,Snag,F,2,1,NA,7,NA,16.5,15.7,switch xy,NA,NA,NA,NA,NA,NA,NA,LI,NA,bark irregular,309.7,1.3,438330.893,135595.797
1363,131163,131163,LIST2,9.5,1.9,B,Log,F,3,2,G,NA,NA,60.2,NA,NA,NA,NA,NA,NA,10,40.2,NA,LI,NA,checked; frost crack; from uphill side,359.5,21.9,438380.693,135616.397
1363,131163,131163,LIST2,9.5,1.9,A,Snag,F,3,2,NA,12,NA,60.2,60.3,NA,NA,NA,NA,NA,NA,NA,NA,LI,NA,checked; frost crack; from uphill side,359.5,21.9,438380.693,135616.397
1354,131260,131260,LITU,6.9,10,A,Log,F,3,2,G,NA,NA,18,NA,NA,NA,NA,NA,NA,4,16.2,14.9,LI,MT; X,NA,346.9,40,438368.093,135634.497
1357,131291,131291,CAGL8,0.6,8.5,A,Log,F,3,2,G,NA,NA,32.9,NA,NA,NA,NA,NA,NA,13,26.2,20,DS,NA,bark irregular,340.6,68.5,438361.793,135662.997
1357,131291,131291,CAGL8,0.6,8.5,B,Log,F,4,2,G,NA,NA,32.9,NA,NA,NA,NA,NA,NA,17,25,11.3,DS,NA,bark irregular,340.6,68.5,438361.793,135662.997
13510,131333,131333,LIST2,5.2,7.9,A,Log,F,4,2,G,NA,NA,44.8,NA,NA,NA,NA,NA,NA,9,44.1,41.9,DS,NA,NA,345.2,97.9,438366.393,135692.397
1393,132233,132233,AIAL,5.3,9.7,A,Log,F,4,2,G,NA,NA,12.3,NA,NA,NA,NA,NA,NA,4,12,9.3,DS,NA,NA,385.3,29.7,438406.493,135624.197
1393,132233,132233,AIAL,5.3,9.7,B,Log,F,4,2,G,NA,NA,12.3,NA,NA,NA,NA,NA,NA,2,9.3,7.7,DS,NA,NA,385.3,29.7,438406.493,135624.197
13101,132429,132429,AIAL,5.7,6.1,A,Snag,C,3,2,NA,10.6,NA,26.8,26.9,NA,NA,NA,NA,NA,NA,NA,NA,LI,NA,NA,395.7,6.1,438416.893,135600.597
13101,132436,132436,AIAL,4.7,4.8,A,Log,F,2,1,G,NA,NA,26.8,NA,NA,NA,NA,NA,NA,3,27.3,23.5,LI,NA,NA,394.7,4.8,438415.893,135599.297
13101,132436,132436,AIAL,4.7,4.8,B,Log,F,2,1,G,NA,NA,26.8,NA,NA,NA,NA,NA,NA,2,23,21.5,LI,NA,NA,394.7,4.8,438415.893,135599.297
13101,132445,132445,AIAL,3.4,6.7,A,Snag,C,2,1,NA,16.8,NA,23.9,24.3,NA,NA,NA,NA,NA,NA,NA,NA,LI,A,NA,393.4,6.7,438414.593,135601.197
13102,132472,132472,LITU,9.5,4.4,B,Log,F,4,2,G,NA,NA,37.2,NA,NA,NA,NA,NA,NA,5,32.7,25.6,LI,X,bark irregular,399.5,14.4,438420.693,135608.897
13102,132472,132472,LITU,9.5,4.4,A,Snag,F,4,2,NA,3,32.7,37.2,33.3,NA,NA,NA,NA,NA,NA,NA,NA,LI,X,bark irregular,399.5,14.4,438420.693,135608.897
13107,132633,132633,PLOC,1.5,6.4,A,Log,F,4,2,G,NA,NA,68.5,NA,NA,NA,NA,NA,NA,27,62.5,28.1,DS,Q,NA,391.5,66.4,438412.693,135660.897
13910,133027,133028,PLOC,2.2,1.8,A,Snag,C,NA,NA,NA,16.6,NA,29.7,28.3,NA,NA,NA,NA,NA,NA,NA,NA,DS,NA,bark irregular,382.2,91.8,438403.393,135686.297
13910,133036,133036,CACA18,9.8,0.5,A,Snag,F,3,2,NA,4,NA,11.2,10.1,NA,NA,NA,NA,NA,NA,NA,NA,LI,IR; X,NA,389.8,90.5,438410.993,135684.997
1398,134046,134046,LITU,0.8,5.2,B,Log,F,4,2,G,NA,NA,86.5,NA,NA,NA,NA,NA,NA,14,49.8,36,DS,X,not found in old data,380.8,75.2,438401.993,135669.697
1398,134046,134046,LITU,0.8,5.2,A,Snag,C,3,2,NA,7,49.8,86.5,82,NA,NA,NA,NA,NA,NA,NA,NA,DS,X,not found in old data,380.8,75.2,438401.993,135669.697
1423,140029,140029,FRPE,0.4,0.5,A,Snag,C,2,1,NA,26,NA,42.6,44.8,NA,NA,NA,NA,NA,NA,NA,NA,LI,NA,NA,310.4,120.5,438331.593,135714.997
1423,140032,140031,FRPE,2.8,1,A,Snag,C,1,1,NA,4,NA,12.8,12.6,NA,NA,NA,NA,NA,NA,NA,NA,LI,SEC,checked,312.8,121,438333.993,135715.497
1423,140032,140032,FRPE,2.8,1,A,Snag,C,1,1,NA,13,NA,20.2,21.2,NA,NA,NA,NA,NA,NA,NA,NA,LI,M,NA,312.8,121,438333.993,135715.497
1423,140035,140035,FRPE,6.4,7.2,A,Snag,C,1,1,NA,26.2,NA,59,60.2,NA,NA,NA,NA,NA,NA,NA,NA,LI,NA,changed from ACRU,316.4,127.2,438337.593,135721.697
1423,140037,140037,FRPE,4.1,9,A,Snag,C,1,1,NA,18.2,NA,37.1,37.6,NA,NA,NA,NA,NA,NA,NA,NA,LI,NA,NA,314.1,129,438335.293,135723.497
1424,140045,140045,FRPE,1.5,5.2,A,Log,C,1,1,G,NA,NA,25.7,NA,NA,NA,NA,NA,NA,13,23.9,14.5,LI,NA,NA,311.5,135.2,438332.693,135729.697
1424,140048,140048,FRPE,4.1,7.2,A,Snag,C,1,1,NA,15,NA,21.6,22.1,NA,NA,NA,NA,NA,NA,NA,NA,LI,NA,NA,314.1,137.2,438335.293,135731.697
1425,140055,140055,ULRU,1.5,1.8,A,Snag,F,3,2,NA,4.5,NA,12.6,12.4,NA,NA,NA,NA,NA,NA,NA,NA,LI,NA,NA,311.5,141.8,438332.693,135736.297
1435,140058,140057,FRPE,0,0.7,A,Snag,F,3,2,NA,7,NA,61.4,59,NA,NA,NA,NA,NA,NA,NA,NA,LI,SEC; X,on 140058; mostly dead resprouting from epicormic branches,320,140.7,438341.193,135735.197
1435,140058,140058,FRPE,0,0.7,A,Snag,C,1,1,NA,20.2,NA,61.6,57.8,NA,NA,NA,NA,NA,NA,NA,NA,LI,M,NA,320,140.7,438341.193,135735.197
1426,140076,140075,ACRU,10,0.2,A,Snag,F,3,2,NA,10,NA,27.7,27.7,NA,NA,NA,NA,NA,NA,NA,NA,LI,SEC; X,NA,320,150.2,438341.193,135744.697
1426,140077,140077,FRPE,5.4,4.9,A,Snag,C,1,1,NA,18,NA,58.1,58.8,stump sprouts,NA,NA,NA,NA,NA,NA,NA,LI,M,NA,315.4,154.9,438336.593,135749.397
1426,140077,140078,FRPE,5.4,4.9,A,Snag,F,1,1,NA,13,NA,53.4,53.7,NA,NA,NA,NA,NA,NA,NA,NA,LI,SEC; X,NA,315.4,154.9,438336.593,135749.397
1427,140097,140097,FRPE,4.5,2,A,Snag,C,1,1,NA,18,NA,49.5,49.4,NA,NA,NA,NA,NA,NA,NA,NA,LI,NA,NA,314.5,162,438335.693,135756.497
1411,140101,140101,PLOC,5.3,1.5,A,Snag,F,4,2,NA,2,35.5,36.5,37.8,NA,NA,NA,NA,NA,NA,NA,NA,DS,X,NA,305.3,101.5,438326.493,135695.997
1412,140114,140114,FRPE,2.1,9.5,A,Snag,C,1,1,NA,15.6,NA,47.3,46.7,NA,NA,NA,NA,NA,NA,NA,NA,LI,NA,NA,302.1,119.5,438323.293,135713.997
1413,140116,140116,ULRU,3.2,1.1,A,Snag,C,2,1,NA,5,NA,16.1,16.7,NA,NA,NA,NA,NA,NA,NA,NA,LI,NA,NA,303.2,121.1,438324.393,135715.597
1413,140121,140121,FRPE,10.1,3.6,A,Snag,C,1,1,NA,11.4,NA,31,30,NA,NA,NA,NA,NA,NA,NA,NA,LI,NA,NA,310.1,123.6,438331.293,135718.097
